path,ko_current,ja_value,proposed_ko,source,ns
ruleEnginePage.gNav.aiRuleEngine,AIルールエンジン,AIルールエンジン,AI 규칙 엔진,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.alertAutomation,アラート自動化,アラート自動化,알림 자동화,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.writeback,データライトバック,データライトバック,데이터 Writeback,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.onboarding,オンボーディング,オンボーディング,온보딩,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.integrationHub,連動ハブ,連動ハブ,연동 허브,b8_batch_10,ruleEnginePage
ruleEnginePage.gNav.dataSchema,データスキーマ,データスキーマ,데이터 스키마,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.pixelTracking,ピクセルトラッキング,ピクセルトラッキング,픽셀 트래킹,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.dataTrust,データトラスト,データトラスト,데이터 신뢰도,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.workspace,ワークスペース,ワークスペース,워크스페이스,b8_batch_10,ruleEnginePage
ruleEnginePage.gNav.caseStudy,ケーススタディ,ケーススタディ,케이스 스터디,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.developerHub,開発者ハブ,開発者ハブ,개발자 허브,b8_batch_10,ruleEnginePage
ruleEnginePage.gNav.platformEnv,プラットフォーム設定,プラットフォーム設定,플랫폼 설정,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.menuRule,メニューアクセス,メニューアクセス,메뉴 접근,b8_batch_10,ruleEnginePage
ruleEnginePage.gNav.dbSchema,DBスキーマ,DBスキーマ,DB 스키마,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.aiRecommend,AI即時レコメンド,AI即時レコメンド,AI 즉시 추천,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.marketingIntel,マーケティングインテリジェンス,マーケティングインテリジェンス,마케팅 인텔리전스,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.digitalShelf,デジタルシェルフ,デジタルシェルフ,디지털 셸프,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.amazonRisk,Amazonリスク,Amazonリスク,Amazon 리스크,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.krChannel,韓国チャネル精算,韓国チャネル精算,한국 채널 정산,b8_batch_10,ruleEnginePage
ruleEnginePage.gNav.asiaLogistics,アジア物流ハブ,アジア物流ハブ,아시아 물류 허브,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.myCoupons,マイクーポン,マイクーポン,내 쿠폰,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.connectors,マスターコネクタ,マスターコネクタ,마스터 커넥터,b8_batch_09,ruleEnginePage
ruleEnginePage.gNav.adminCenter,管理センター,管理センター,관리 센터,b8_batch_10,ruleEnginePage
ruleEnginePage.gNav.menuAccessManager,メニューアクセス管理,メニューアクセス管理,메뉴 접근 관리,b8_batch_10,ruleEnginePage
ruleEnginePage.super.autoFeeDesc,チャネル接続時に標準手数料率が自動適用されます,チャネル接続時に標準手数料率が自動適用されます,채널 연결 시 표준 수수료율이 자동 적용됩니다,b8_batch_09,ruleEnginePage
ruleEnginePage.super.pageDesc,プラットフォーム別精算額追跡・手数料分析,プラットフォーム別精算額追跡・手数料分析,플랫폼별 정산액 추적·수수료 분석,b8_batch_09,ruleEnginePage
ruleEnginePage.super.settingsAutoCollectDesc,連携チャネルから注文データをリアルタイムで自動収集します。,連携チャネルから注文データをリアルタイムで自動収集します。,연동 채널에서 주문 데이터를 실시간으로 자동 수집합니다.,b8_batch_10,ruleEnginePage
ruleEnginePage.super.settingsSlaMonitorDesc,チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,채널별 출고 SLA 기준 시간을 모니터링하고 위반 시 즉시 알림을 보냅니다.,b8_batch_09,ruleEnginePage
ruleEnginePage.super.settingsNotifDesc,新規注文、クレーム受付、SLA違反時にSlack/Emailで通知します。,新規注文、クレーム受付、SLA違反時にSlack/Emailで通知します。,"새 주문, 클레임 접수, SLA 위반 시 Slack/Email로 알립니다.",b8_batch_10,ruleEnginePage
ruleEnginePage.super.routingNoRules,ルーティングルールがありません。ルールを追加してください。,ルーティングルールがありません。ルールを追加してください。,라우팅 규칙이 없습니다. 규칙을 추가해주세요.,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.sidebarCampaignActive,🟢 {{n}}キャンペーン実行中,🟢 {{n}}キャンペーン実行中,🟢 {{n}}개 캠페인 실행 중,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.guideFullTitle,📋 最初から最後まで — 完全ガイド,📋 最初から最後まで — 完全ガイド,📋 처음부터 끝까지 — 전체 가이드,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.guideFullSub,AIマーケティング自動化プラットフォームの完全ワークフローをステップバイステップでご案内します。,AIマーケティング自動化プラットフォームの完全ワークフローをステップバイステップでご案内します。,AI 마케팅 자동화 플랫폼의 전체 워크플로우를 단계별로 안내합니다.,b8_batch_08,ruleEnginePage
ruleEnginePage.marketing.guidePhaseA,フェーズA — 開始準備,フェーズA — 開始準備,페이즈 A — 시작 준비,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.guidePhaseB,フェーズB — キャンペーン設計,フェーズB — キャンペーン設計,페이즈 B — 캠페인 설계,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.guidePhaseC,フェーズC — AI戦略＆クリエイティブ制作,フェーズC — AI戦略＆クリエイティブ制作,페이즈 C — AI 전략 & 크리에이티브 제작,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.guidePhaseD,フェーズD — 実行＆モニタリング,フェーズD — 実行＆モニタリング,페이즈 D — 실행 & 모니터링,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.guidePhaseE,フェーズE — 最適化＆完了,フェーズE — 最適化＆完了,페이즈 E — 최적화 & 완료,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf1Title,ログイン＆環境確認,ログイン＆環境確認,로그인 & 환경 확인,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf1Desc,ログインし、サイドバーから「AIマーケティング→自動戦略」に移動します。本番/デモ環境を確認してください。,ログインし、サイドバーから「AIマーケティング→自動戦略」に移動します。本番/デモ環境を確認してください。,로그인 후 사이드바에서 ‘AI 마케팅 → 자동 전략’으로 이동합니다. 운영/데모 환경을 확인해주세요.,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf2Title,APIチャネル接続,APIチャネル接続,API 채널 연결,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf2Desc,統合ハブでMeta、Google、Naverなどの APIキーを登録します。接続されたチャネルのみキャンペーンで使用できます。,統合ハブでMeta、Google、Naverなどの APIキーを登録します。接続されたチャネルのみキャンペーンで使用できます。,"통합 허브에서 Meta, Google, Naver 등의 API 키를 등록합니다. 연결된 채널만 캠페인에 사용할 수 있습니다.",b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf3Title,ダッシュボードKPI確認,ダッシュボードKPI確認,대시보드 KPI 확인,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf3Desc,ホームダッシュボードで現在のKPI、アクティブキャンペーン、チャネル別ROASを確認します。このデータがAI推奨の基盤です。,ホームダッシュボードで現在のKPI、アクティブキャンペーン、チャネル別ROASを確認します。このデータがAI推奨の基盤です。,"홈 대시보드에서 현재 KPI, 활성 캠페인, 채널별 ROAS를 확인합니다. 이 데이터가 AI 추천의 기반이 됩니다.",b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf4Desc,「②キャンペーン設定」タブで月間広告予算を選択または入力します。AIが予算レベルに基づいてチャネル推奨を最適化します。,「②キャンペーン設定」タブで月間広告予算を選択または入力します。AIが予算レベルに基づいてチャネル推奨を最適化します。,‘② 캠페인 설정’ 탭에서 월간 광고 예산을 선택하거나 입력합니다. AI가 예산 수준에 맞춰 추천 채널을 최적화합니다.,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf5Title,商品カテゴリ選択,商品カテゴリ選択,상품 카테고리 선택,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf5Desc,11カテゴリ（美容、ファッション、食品など）から選択します。複数選択でクロス分析が可能になり精度が向上します。,11カテゴリ（美容、ファッション、食品など）から選択します。複数選択でクロス分析が可能になり精度が向上します。,"11개 카테고리(뷰티, 패션, 식품 등) 중에서 선택합니다. 여러 개를 선택하면 크로스 분석이 가능해져 정확도가 높아집니다.",b8_batch_08,ruleEnginePage
ruleEnginePage.marketing.gf6Title,広告チャネル選択,広告チャネル選択,광고 채널 선택,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf6Desc,AIがカテゴリ＋予算分析に基づいて最適なチャネルの組み合わせを推奨します。手動でチャネルを追加・削除できます。,AIがカテゴリ＋予算分析に基づいて最適なチャネルの組み合わせを推奨します。手動でチャネルを追加・削除できます。,AI가 카테고리와 예산 분석을 기반으로 최적의 채널 조합을 추천합니다. 채널은 수동으로 추가·삭제할 수 있습니다.,b8_batch_08,ruleEnginePage
ruleEnginePage.marketing.gf7Title,ターゲット＆期間設定,ターゲット＆期間設定,타겟 & 기간 설정,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf7Desc,キャンペーン名、実行期間（月次/四半期/半期）、ターゲットオーディエンスを設定します。AIがチャネル別最適ターゲティングを提案します。,キャンペーン名、実行期間（月次/四半期/半期）、ターゲットオーディエンスを設定します。AIがチャネル別最適ターゲティングを提案します。,"캠페인명, 실행 기간(월간/분기/반기), 타겟 오디언스를 설정합니다. AI가 채널별 최적 타겟팅을 제안합니다.",b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf8Title,AI戦略シミュレーション,AI戦略シミュレーション,AI 전략 시뮬레이션,b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf8Desc,「AI戦略生成」をクリックして、チャネル別予算配分、推定インプレッション、クリック、コンバージョン、ROASを自動計算します。,「AI戦略生成」をクリックして、チャネル別予算配分、推定インプレッション、クリック、コンバージョン、ROASを自動計算します。,"‘AI 전략 생성’을 클릭하면 채널별 예산 배분, 예상 노출, 클릭, 전환, ROAS를 자동 계산합니다.",b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf9Title,広告クリエイティブ制作,広告クリエイティブ制作,광고 크리에이티브 제작,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf9Desc,「①クリエイティブスタジオ」タブで、AIがチャネル別に最適化された広告クリエイティブを自動生成します。テキスト、画像、動画に対応。,「①クリエイティブスタジオ」タブで、AIがチャネル別に最適化された広告クリエイティブを自動生成します。テキスト、画像、動画に対応。,"‘① 크리에이티브 스튜디오’ 탭에서 AI가 채널별 최적화 광고 크리에이티브를 자동 생성합니다. 텍스트, 이미지, 동영상을 지원합니다.",b8_batch_09,ruleEnginePage
ruleEnginePage.marketing.gf10Title,戦略プレビュー＆調整,戦略プレビュー＆調整,전략 미리보기 & 조정,b8_batch_10,ruleEnginePage
ruleEnginePage.marketing.gf10Desc,「③AIプレビュー」タブでチャネル別配分と予想KPIを確認します。スライダーで配分比率を手動調整できます。,「③AIプレビュー」タブでチャネル別配分と予想KPIを確認します。スライダーで配分比率を手動調整できます。,‘③ AI 미리보기’ 탭에서 채널별 배분과 예상 KPI를 확인합니다. 슬라이더로 배분 비율을 직접 조정할 수 있습니다.,b8_batch_09,ruleEnginePage
