path,ko_current,ja_value,proposed_ko,source,ns
crm.email.catalogSync.mapped,マッピング済み,マッピング済み,매핑됨,auto,crm
crm.email.catalogSync.unmapped,未マッピング,未マッピング,미매핑,top500,crm
crm.email.catalogSync.every30min,30分ごと,30分ごと,30분마다,top500,crm
crm.email.catalogSync.every1hour,1時間ごと,1時間ごと,1시간마다,top500,crm
crm.email.catalogSync.every6hours,6時間ごと,6時間ごと,6시간마다,top500,crm
crm.email.catalogSync.importCsv,CSVインポート,CSVインポート,CSV 가져오기,top500,crm
crm.email.catalogSync.exportCsv,CSVエクスポート,CSVエクスポート,CSV 내보내기,top500,crm
crm.email.catalogSync.exportExcel,Excelエクスポート,Excelエクスポート,Excel 내보내기,top500,crm
crm.email.catalogSync.schedSaveBtn,スケジュール保存,スケジュール保存,일정 저장,top500,crm
crm.email.catalogSync.excelExport,Excelエクスポート,Excelエクスポート,Excel 내보내기,top500,crm
crm.email.catalogSync.schedFreq12h,12時間ごと,12時間ごと,12시간마다,top500,crm
crm.email.catalogSync.schedFreq6h,6時間ごと,6時間ごと,6시간마다,top500,crm
crm.email.catalogSync.schedFreq1h,1時間ごと,1時間ごと,1시간마다,top500,crm
crm.email.catalogSync.schedFreq30m,30分ごと,30分ごと,30분마다,top500,crm
crm.email.catalogSync.csvImport,CSVインポート,CSVインポート,CSV 가져오기,top500,crm
crm.email.catalogSync.csvExport,CSVエクスポート,CSVエクスポート,CSV 내보내기,top500,crm
crm.email.campaignMgr.pageTitle,キャンペーン管理,キャンペーン管理,캠페인 관리,top500,crm
crm.email.campaignMgr.btnAutoMarketing,AI自動化へ,AI自動化へ,AI 자동화로 이동,top500,crm
crm.email.campaignMgr.tabOverview,キャンペーン現況,キャンペーン現況,캠페인 현황,top500,crm
crm.email.campaignMgr.tabAbTest,A/Bテスト,A/Bテスト,A/B 테스트,top500,crm
crm.email.campaignMgr.tabGantt,スケジュール,スケジュール,일정,top500,crm
crm.email.campaignMgr.kpiTotal,全キャンペーン,全キャンペーン,전체 캠페인,top500,crm
crm.email.campaignMgr.statusScheduled,予約済み,予約済み,예약됨,top500,crm
crm.email.campaignMgr.filterAll,全て,全て,전체,auto,crm
crm.email.campaignMgr.tabMonitor,モニタリング,モニタリング,모니터링,top500,crm
crm.email.campaignMgr.daysLeft,日残り,日残り,일 남음,top500,crm
crm.email.campaignMgr.monitoring,モニタリング,モニタリング,모니터링,top500,crm
crm.email.campaignMgr.copyChannel,チャネル,チャネル,채널,auto,crm
crm.email.campaignMgr.copyTone,トーン,トーン,톤,top500,crm
crm.email.campaignMgr.toneProfessional,プロフェッショナル,プロフェッショナル,전문적,top500,crm
crm.email.campaignMgr.toneCasual,カジュアル,カジュアル,캐주얼,top500,crm
crm.email.campaignMgr.toneFriendly,フレンドリー,フレンドリー,친근함,top500,crm
crm.email.campaignMgr.copyScore,スコア,スコア,점수,top500,crm
crm.email.campaignMgr.copyCopy,コピー,コピー,복사,auto,crm
crm.email.campaignMgr.guideTabsTitle,タブ別ガイド,タブ別ガイド,탭별 가이드,auto,crm
crm.email.aiPolicy.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.email.aiPolicy.tabPolicies,🛡️ ポリシー,🛡️ ポリシー,🛡️ 정책,top500,crm
crm.email.aiPolicy.tabGovernanceDesc,監査ログ,監査ログ,감사 로그,auto,crm
crm.email.aiPolicy.cancel,キャンセル,キャンセル,취소,auto,crm
crm.email.aiPolicy.policyName,ポリシー名,ポリシー名,정책명,top500,crm
crm.email.aiPolicy.dimCampaign,キャンペーン,キャンペーン,캠페인,auto,crm
crm.email.aiPolicy.dimCreator,クリエイター,クリエイター,크리에이터,auto,crm
crm.email.aiPolicy.dimPlatform,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.email.aiPolicy.metric,メトリクス,メトリクス,메트릭,top500,crm
crm.email.aiPolicy.noPolicies,ポリシーなし,ポリシーなし,정책 없음,top500,crm
crm.email.aiPolicy.cfgApprovalGate,承認ゲート,承認ゲート,승인 게이트,top500,crm
crm.email.aiPolicy.badgeRules,ルール同期,ルール同期,규칙 동기화,top500,crm
crm.email.aiPolicy.badgeRealtime,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,crm
crm.email.aiPolicy.badgeSecurity,セキュリティ有効,セキュリティ有効,보안 활성화,top500,crm
crm.email.aiPolicy.demoBanner,🎭 デモモード,🎭 デモモード,🎭 데모 모드,auto,crm
crm.email.aiPolicy.demoBannerDesc,読み取り専用。,読み取り専用。,읽기 전용.,auto,crm
crm.email.aiPolicy.upgradeBtn,💎 Proアップグレード,💎 Proアップグレード,💎 Pro 업그레이드,auto,crm
crm.email.aiPolicy.crossTabSync,別タブからスキーマ同期,別タブからスキーマ同期,다른 탭에서 스키마 동기화,auto,crm
crm.email.aiPolicy.secTitle,セキュリティ脅威検出,セキュリティ脅威検出,보안 위협 탐지,auto,crm
crm.email.aiPolicy.secDesc,不審なアクティビティ検出,不審なアクティビティ検出,의심스러운 활동 감지,auto,crm
crm.email.aiPolicy.secCode,ロック解除コード入力,ロック解除コード入力,잠금 해제 코드 입력,auto,crm
crm.email.aiPolicy.secUnlock,ロック解除,ロック解除,잠금 해제,auto,crm
crm.email.aiPolicy.syncActiveRules,AIルール,AIルール,AI 규칙,top500,crm
crm.email.aiPolicy.liveSyncStatus,リアルタイムデータ同期状態,リアルタイムデータ同期状態,실시간 데이터 동기화 상태,auto,crm
crm.email.conn.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.email.conn.secTitle,セキュリティ脅威検出,セキュリティ脅威検出,보안 위협 탐지,auto,crm
crm.email.conn.secCode,ロック解除コード入力,ロック解除コード入力,잠금 해제 코드 입력,auto,crm
crm.email.conn.secUnlock,ロック解除,ロック解除,잠금 해제,auto,crm
crm.email.conn.kpiTotal,全チャネル,全チャネル,전체 채널,auto,crm
crm.email.conn.kpiConnected,接続済み,接続済み,연결됨,auto,crm
crm.email.conn.connected,接続済み,接続済み,연결됨,auto,crm
crm.email.conn.badgeRealSync,リアルタイム同期,リアルタイム同期,실시간 동기화,auto,crm
crm.email.conn.badgeSecurity,セキュリティ有効,セキュリティ有効,보안 활성화,top500,crm
crm.email.conn.tabDW,データウェアハウス,データウェアハウス,데이터 웨어하우스,top500,crm
crm.email.conn.filterAll,すべて,すべて,전체,auto,crm
crm.email.conn.eventFeedSub,リアルタイム,リアルタイム,실시간,auto,crm
crm.email.conn.crossTabSync,別タブからスキーマ同期,別タブからスキーマ同期,다른 탭에서 스키마 동기화,auto,crm
crm.email.conn.pageTitle,🔌 連携ハブ,🔌 連携ハブ,🔌 연동 허브,auto,crm
crm.email.conn.pageSub,コネクタ＆統合管理,コネクタ＆統合管理,커넥터 & 통합 관리,auto,crm
crm.email.conn.dwArchCommerce,コマース,コマース,커머스,auto,crm
crm.email.conn.dwArchAnalytics,アナリティクス,アナリティクス,분석,top500,crm
crm.email.conn.dwSync30min,30分ごと,30分ごと,30분마다,top500,crm
crm.email.ds.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.email.ds.secTitle,セキュリティ脅威検出,セキュリティ脅威検出,보안 위협 탐지,auto,crm
crm.email.ds.secCode,ロック解除コード入力,ロック解除コード入力,잠금 해제 코드 입력,auto,crm
crm.email.ds.secUnlock,ロック解除,ロック解除,잠금 해제,auto,crm
crm.email.ds.crossTabSync,別タブからスキーマ同期,別タブからスキーマ同期,다른 탭에서 스키마 동기화,auto,crm
crm.email.ds.tabSchema,イベントスキーマ,イベントスキーマ,이벤트 스키마,top500,crm
crm.email.ds.tabMetrics,メトリクスカタログ,メトリクスカタログ,메트릭 카탈로그,top500,crm
crm.email.ds.badgeAlertRules,アラートルール,アラートルール,알림 규칙,top500,crm
crm.email.ds.adEvents,広告イベント,広告イベント,광고 이벤트,top500,crm
crm.email.ds.ugcInfluencer,UGC/インフルエンサー,UGC/インフルエンサー,UGC/인플루언서,top500,crm
crm.email.ds.thField,フィールド,フィールド,필드,top500,crm
crm.email.ds.thType,タイプ,タイプ,타입,auto,crm
crm.email.ds.thTags,タグ,タグ,태그,auto,crm
crm.email.ds.fields,フィールド,フィールド,필드,top500,crm
crm.email.ds.platforms,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.email.ds.secCampaignHierarchy,キャンペーン階層,キャンペーン階層,캠페인 계층 구조,top500,crm
crm.email.ds.secAudienceTarget,オーディエンスターゲティング,オーディエンスターゲティング,오디언스 타게팅,top500,crm
crm.email.ds.secPerfMetrics,パフォーマンス指標,パフォーマンス指標,퍼포먼스 지표,top500,crm
crm.email.ds.fCampaignName,キャンペーン名,キャンペーン名,캠페인명,auto,crm
crm.email.ds.fClicks,クリック数,クリック数,클릭 수,auto,crm
crm.email.ds.fCtr,クリック率,クリック率,클릭률,auto,crm
crm.email.ds.fPlatformFee,プラットフォーム手数料,プラットフォーム手数料,플랫폼 수수료,auto,crm
crm.email.ds.fContractType,契約タイプ,契約タイプ,계약 유형,top500,crm
crm.email.ds.fEngRate,エンゲージメント率,エンゲージメント率,참여율,top500,crm
crm.email.ds.domain,ドメイン,ドメイン,도메인,top500,crm
crm.email.ds.metric,メトリクス,メトリクス,메트릭,top500,crm
crm.email.ds.alertCondition,アラート条件,アラート条件,알림 조건,top500,crm
crm.email.ds.metricsCatalog,メトリクスカタログ,メトリクスカタログ,메트릭 카탈로그,top500,crm
crm.email.ds.metEngRate,エンゲージメント率,エンゲージメント率,참여율,top500,crm
crm.email.ds.triggerCondition,トリガー条件,トリガー条件,트리거 조건,top500,crm
crm.email.ds.channel,チャネル,チャネル,채널,auto,crm
crm.email.dt.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.email.dt.srcCRM,CRMセグメント,CRMセグメント,CRM 세그먼트,top500,crm
crm.email.dt.srcSettlement,精算データ,精算データ,정산 데이터,auto,crm
crm.email.dt.integrated,連携済み,連携済み,연동 완료,top500,crm
crm.email.dt.connectTest,接続テスト,接続テスト,연결 테스트,auto,crm
crm.email.dt.cancel,キャンセル,キャンセル,취소,auto,crm
crm.email.dt.googleStep3,下の入力欄にIDを入力,下の入力欄にIDを入力,아래 입력란에 ID 입력,top500,crm
crm.email.dt.naverStep3,下の入力欄にIDを入力,下の入力欄にIDを入力,아래 입력란에 ID 입력,top500,crm
crm.email.dt.secLockTitle,セキュリティロック有効,セキュリティロック有効,보안 잠금 활성화,top500,crm
crm.email.dt.tabAudit,監査ログ,監査ログ,감사 로그,auto,crm
crm.email.dt.lineageSources,データソース,データソース,데이터 소스,top500,crm
crm.email.dt.lineageDashboard,ダッシュボード,ダッシュボード,대시보드,auto,crm
crm.email.dt.lineageRealSources,リアルタイムソース,リアルタイムソース,실시간 소스,top500,crm
crm.email.dt.lineageEstSources,推定ソース,推定ソース,추정 소스,top500,crm
crm.email.dt.historyPeakScore,最高スコア,最高スコア,최고 점수,top500,crm
crm.email.dt.historyDataPoints,データポイント,データポイント,데이터 포인트,top500,crm
crm.email.dt.auditEmpty,監査ログなし,監査ログなし,감사 로그 없음,top500,crm
crm.email.dt.goToIntegrationHub,連携ハブへ移動,連携ハブへ移動,연동 허브로 이동,top500,crm
crm.email.mr.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.email.mr.tabApproval,承認キュー,承認キュー,승인 대기열,top500,crm
crm.email.mr.approvalPending,承認待ち,承認待ち,승인 대기,auto,crm
crm.email.mr.resetAll,リセット,リセット,리셋,auto,crm
crm.email.mr.pfColPlatform,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.email.mr.pfColStatus,ステータス,ステータス,상태,auto,crm
crm.email.mr.pfCancel,キャンセル,キャンセル,취소,auto,crm
crm.email.mr.pfGoHub,連携ハブへ移動,連携ハブへ移動,연동 허브로 이동,top500,crm
crm.email.mr.dedPlatform,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.email.mr.dedColPlatform,プラットフォーム,プラットフォーム,플랫폼,auto,crm
crm.email.mr.dedCatPromotion,プロモーション,プロモーション,프로모션,auto,crm
crm.email.mr.kpiPlatformSelect,プラットフォーム選択,プラットフォーム選択,플랫폼 선택,top500,crm
crm.email.mr.kpiReset,リセット,リセット,리셋,auto,crm
crm.email.mr.apvSystem,システム,システム,시스템,top500,crm
crm.email.mr.secLockTitle,セキュリティロック有効,セキュリティロック有効,보안 잠금 활성화,top500,crm
crm.email.alertAuto.heroDesc,API キーを登録し接続状態を管理します。,API キーを登録し接続状態を管理します。,API 키를 등록하고 연결 상태를 관리합니다.,auto,crm
crm.email.alertAuto.tabHistory,📋 アラート履歴,📋 アラート履歴,📋 알림 이력,top500,crm
crm.email.alertAuto.tabHistoryDesc,リアルタイムログ,リアルタイムログ,실시간 로그,top500,crm
crm.email.alertAuto.tabSettingsDesc,ライトバック設定,ライトバック設定,Writeback 설정,top500,crm
crm.email.alertAuto.addRule,ルール追加,ルール追加,규칙 추가,top500,crm
crm.email.alertAuto.cancel,キャンセル,キャンセル,취소,auto,crm
crm.email.alertAuto.ruleName,ルール名,ルール名,규칙명,top500,crm
crm.email.alertAuto.channel,チャネル,チャネル,채널,auto,crm
crm.email.alertAuto.saveRule,ルール保存,ルール保存,규칙 저장,top500,crm
crm.email.alertAuto.ruleCreated,作成済み,作成済み,생성 완료,top500,crm
crm.email.alertAuto.noRules,ルールなし,ルールなし,규칙 없음,top500,crm
crm.email.alertAuto.errorAlerts,エラー,エラー,오류,auto,crm
