ja_value,proposed_ko,source,batch
JPY、USD、KRWなど主要通貨で自動換算表示します。,"JPY, USD, KRW 등 주요 통화로 자동 환산해 표시합니다.",b8_batch,01
JSON形式エラーです。,JSON 형식 오류입니다.,b8_batch,01
JSON配列形式で入力してください。,JSON 배열 형식으로 입력해주세요.,b8_batch,01
KPIウィジェット,KPI 위젯,b8_batch,06
KPIカードとデュアル軸トレンドチャートで全体の広告パフォーマンスを把握します。,KPI 카드와 듀얼 축 트렌드 차트로 전체 광고 성과를 파악합니다.,b8_batch,09
KPIカードのスパークラインチャートでトレンドを素早く把握できます。,KPI 카드의 스파크라인 차트로 트렌드를 빠르게 파악할 수 있습니다.,b8_batch,06
KPIカード確認,KPI 카드 확인,b8_batch,01
KPIサマリー,KPI 요약,b8_batch,01
KPI変化率を注視して異常を早期発見しましょう。,KPI 변화율을 주시하여 이상을 조기에 발견하세요.,b8_batch,01
KPI影響度シミュレーション,KPI 영향도 시뮬레이션,b8_batch,01
KPI概要·チャネル評価·ネガティブキーワード·一括処理,KPI 개요·채널 평가·부정 키워드·일괄 처리,b8_batch,01
KPI要約、チャネル別評価、ネガティブキーワード監視,"KPI 요약, 채널별 평가, 부정 키워드 모니터링",b8_batch,01
KRチャネル,KR 채널,b8_batch,09
Kafka Streams: 1分ウィンドウ集計→Redis→ダッシュボード,Kafka Streams: 1분 윈도우 집계→Redis→대시보드,b8_batch,01
KakaoTalk·LINEテンプレート,KakaoTalk·LINE 템플릿,b8_batch,09
Kakaoビジネス → Pixel&SDK → ピクセル作成 → Track IDコピー,Kakao 비즈니스 → Pixel&SDK → 픽셀 생성 → Track ID 복사,b8_batch,01
Kakaoモーメント広告コンバージョン＆Kakaoチャネル分析,Kakao 모먼트 광고 전환 & Kakao 채널 분석,b8_batch,01
LINEクリック,LINE 클릭,b8_batch,01
LINEチャネル高度設定,LINE 채널 고급 설정,b8_batch,06
LINEチャンネル,LINE 채널,b8_batch,06
LINEメッセージを送信。テキスト、Flex、テンプレートメッセージに対応。,"LINE 메시지를 발송합니다. 텍스트, Flex, 템플릿 메시지를 지원합니다.",b8_batch,01
LINEメッセージを送信します。,LINE 메시지를 발송합니다.,b8_batch,01
LINEメッセージキャンペーン・統計,LINE 메시지 캠페인·통계,b8_batch,06
LINE送信シミュレーション: {{count}}名,LINE 발송 시뮬레이션: {{count}}명,b8_batch,01
LMS: 長文、1件約50〜60ウォン,"LMS: 장문, 1건 약 50~60원",b8_batch,01
LTV/CAC比率でどのチャネルが長期的に最も収益性が高いか分析します。,LTV/CAC 비율을 기반으로 어떤 채널이 장기적으로 가장 높은 수익성을 가지는지 분석합니다.,top500_fallback,T500
LTVモデル適用中...,LTV 모델 적용 중...,b8_batch,09
MLモデル統合,ML 모델 통합,b8_batch,01
ML内蔵サポート,ML 내장 지원,b8_batch,01
Meta CAPIとTikTok Events APIにサーバーサイドで自動転送されます。,Meta CAPI와 TikTok Events API에 서버 사이드로 자동 전송됩니다.,b8_batch,01
Meta CAPIコンバージョンイベント,Meta CAPI 전환 이벤트,b8_batch,01
Meta CAPIトークン,Meta CAPI 토큰,b8_batch,01
Meta Pixel + CAPI連携でコンバージョンデータを実測値に変換,Meta Pixel + CAPI 연동으로 전환 데이터를 실측값으로 변환,b8_batch,01
Meta/Googleピクセル連携が必要,Meta/Google 픽셀 연동 필요,b8_batch,01
MetaのLTV予測により配分,Meta LTV 예측 기반 배분,b8_batch,09
Metaビジネスマネージャー → イベントマネージャーを開く,Meta 비즈니스 매니저 → 이벤트 매니저 열기,b8_batch,01
Meta・Google・TikTok・Naver・KakaoのAPIキー入力だけで広告データが自動収集されます。,Meta·Google·TikTok·Naver·Kakao API 키 입력만으로 광고 데이터가 자동 수집됩니다.,top500_fallback,T500
Meta・Google・TikTok・Naver・カカオ広告連携,Meta·Google·TikTok·Naver·카카오 광고 연동,b8_batch,06
Meta（Facebook・Instagram）,Meta(Facebook·Instagram),b8_batch,09
N%スクロール時,N% 스크롤 시,b8_batch,01
Naver SearchAd + ショッピングコンバージョントラッキング,Naver SearchAd + 쇼핑 전환 추적,b8_batch,01
Naver SearchAd → ツール → コンバージョン追跡 → スクリプトキー確認,Naver SearchAd → 도구 → 전환 추적 → 스크립트 키 확인,b8_batch,01
Naverショッピングパートナーセンター → 広告 → ピクセル管理 → IDコピー,Naver 쇼핑 파트너 센터 → 광고 → 픽셀 관리 → ID 복사,b8_batch,01
Naverスマートストア,Naver 스마트스토어,b8_batch,09
Naver共通スクリプト,Naver 공통 스크립트,b8_batch,01
Northbeam スタンダード,Northbeam 표준,b8_batch,06
N秒操作なし時,N초 동안 작업이 없을 때,b8_batch,01
OAuth2トークン自動更新、15分間隔,"OAuth2 토큰 자동 갱신, 15분 간격",b8_batch,01
OAuthパートナー管理,OAuth 파트너 관리,b8_batch,06
OAuth広告パフォーマンス,OAuth 광고 퍼포먼스,b8_batch,01
P&L、収益性、照合、ESG、レポート。,P&L·수익성·정산·ESG·리포트.,top500_fallback,T500
P&Lタブで売上からCOGS、粗利、広告費、プラットフォーム手数料、営業利益までウォーターフォール分析を提供します。,"P&L 탭에서 매출, COGS, 매출총이익, 광고비, 플랫폼 수수료, 영업이익까지 워터폴 분석을 제공합니다.",b8_batch,09
P&Lダッシュボード,P&L 대시보드,top500_fallback,T500
P&Lダッシュボード確認 →,P&L 대시보드 확인 →,b8_batch,01
P&Lレポート作成,P&L 리포트 생성,b8_batch,01
P&L分析、チャネル別収益性、ESG・レポート自動化,P&L 분석·채널별 수익성·ESG·리포트 자동화,top500_fallback,T500
Postman Collectionダウンロード,Postman Collection 다운로드,b8_batch,01
Prepareを実行してカテゴリ提案を取得。,Prepare를 실행하여 카테고리 추천을 가져옵니다.,top500_fallback,T500
Prepareを実行してポリシーを検証。,Prepare를 실행하여 정책을 검증합니다.,top500_fallback,T500
Proプラン全機能含む,Pro 플랜 전체 기능 포함,b8_batch,06
Pro全機能 + 即時ロールバック・Amazonポリシー・市場シェア・データガバナンス・SmartConnectパートナーAPI。,Pro 전체 기능 + 즉시 롤백·Amazon 정책·시장 점유율·데이터 거버넌스·SmartConnect 파트너 API.,b8_batch,06
Pro全機能含む+無制限,Pro 전체 기능 포함 + 무제한,b8_batch,06
REST APIエンドポイント一覧,REST API 엔드포인트 목록,b8_batch,01
REST APIキーを発行して外部システムとGeniego-ROIを統合します。,REST API 키를 발급하여 외부 시스템과 Geniego-ROI를 연동합니다.,top500_fallback,T500
RFMセグメント,RFM 세그먼트,b8_batch,01
RFM分析・セグメントビルダー・メッセージ送信,RFM 분석·세그먼트 빌더·메시지 발송,b8_batch,06
ROAS · チャネル別の注文,ROAS · 채널별 주문,b8_batch,01
ROAS、クリック、コンバージョンなどの主要指標を一覧で確認します。,"ROAS, 클릭, 전환 등 주요 지표를 한눈에 확인합니다.",b8_batch,01
ROASトレンド,ROAS 트렌드,b8_batch,01
ROAS・ACOS・CTR・CVR・返品率等,ROAS·ACOS·CTR·CVR·반품률 등,b8_batch,01
ROAS・CACデータ分析中...,ROAS·CAC 데이터 분석 중...,b8_batch,09
ROAS低下や返品急増などの異常をAIが自動検知します。,AI가 ROAS 하락이나 반품 급증 등 이상을 자동 감지합니다.,b8_batch,01
ROAS低下・返品急増の自動検知,ROAS 하락·반품 급증 자동 감지,b8_batch,01
ROAS基準予算移動シミュレーション,ROAS 기준 예산 이동 시뮬레이션,b8_batch,01
ROAS設定値ベースの計算,ROAS 설정값 기반 계산,b8_batch,01
ROIランキング,ROI 랭킹,top500_fallback,T500
ROI基盤の即時実行可能な推奨,ROI 기반 즉시 실행 추천,b8_batch,09
SDKコンバージョン追跡,SDK 전환 추적,b8_batch,01
SDK・外部統合ガイド,SDK·외부 통합 가이드,b8_batch,01
SKU IDを選択または入力,SKU ID 선택 또는 입력,top500_fallback,T500
SKU が選択されていません,SKU가 선택되지 않았습니다,b8_batch,01
SKUと数量は必須です。,SKU와 수량은 필수입니다.,b8_batch,09
SKUを入力,SKU 입력,top500_fallback,T500
SKUを入力してください。,SKU를 입력해주세요.,top500_fallback,T500
SKUコード,SKU 코드,b8_batch,01
SKUコードを入力してください,SKU 코드를 입력해주세요,b8_batch,01
SKUスコア,SKU 점수,top500_fallback,T500
SKU総マージン,SKU 총 마진,b8_batch,06
SKU重み,SKU 가중치,top500_fallback,T500
SLAモニタリング,SLA 모니터링,top500_fallback,T500
SLA管理・担当者割当,SLA 관리·담당자 배정,b8_batch,06
SMS テキストメッセージを送信します。,SMS 텍스트 메시지를 발송합니다.,b8_batch,01
SMS/LMSキャンペーンを管理します,SMS/LMS 캠페인을 관리합니다,b8_batch,01
SMS/LMSキャンペーン・テンプレート,SMS/LMS 캠페인·템플릿,b8_batch,06
SMS: 90文字以下、1件約10〜20ウォン,"SMS: 90자 이하, 1건 약 10~20원",b8_batch,01
SMSを送信します。,SMS를 발송합니다.,b8_batch,01
SMSマーケティング,SMS 마케팅,top500_fallback,T500
SMSメッセージ,SMS 메시지,b8_batch,01
SMSメッセージを入力,SMS 메시지 입력,b8_batch,01
SMTP/AWS SESプロバイダー設定,SMTP/AWS SES 제공자 설정,b8_batch,01
SMTPホスト,SMTP 호스트,b8_batch,01
SMTPポート,SMTP 포트,b8_batch,01
SMTPユーザー,SMTP 사용자,b8_batch,02
Shapley Valueベースでどのチャネルが実際の売上に貢献したかを公正に測定します。,Shapley Value 기반으로 어떤 채널이 실제 매출에 기여했는지 공정하게 측정합니다.,top500_fallback,T500
Shopify・Amazon・LINE Ads連携,Shopify·Amazon·LINE Ads 연동,b8_batch,06
Shopify・Coupang・Naver・Amazon APIを接続すると商品・在庫・注文がリアルタイム同期されます。,Shopify·Coupang·Naver·Amazon API를 연결하면 상품·재고·주문 데이터가 실시간으로 동기화됩니다.,top500_fallback,T500
Slackに承認通知を送信,Slack으로 승인 알림 전송,top500_fallback,T500
SmartConnectハブ（新）,SmartConnect 허브(신규),b8_batch,07
SmartConnectパートナーAPI双方向 — Enterprise,SmartConnect 파트너 API 양방향 — Enterprise,b8_batch,07
SmartConnectパートナーAPI（新）,SmartConnect 파트너 API(신규),b8_batch,07
Spectrum外部テーブル,Spectrum 외부 테이블,b8_batch,02
TikTok Shop + TikTok Adsコンバージョン＆購入追跡,TikTok Shop + TikTok Ads 전환 & 구매 추적,b8_batch,02
TikTokショート素材の転換率が最高です。15秒以内の素材を追加制作してください。,TikTok 숏폼 소재의 전환율이 가장 높습니다. 15초 이내의 소재를 추가 제작해주세요.,b8_batch,09
Topチャネル,상위 채널,b8_batch,09
Toss Paymentsによるクレジットカード決済に対応。Enterpriseは銀行振込も可能です。,Toss Payments를 통한 신용카드 결제를 지원합니다. Enterprise는 계좌 이체도 가능합니다.,b8_batch,07
Trust Scoreはリアルタイムデータ比率、ピクセル接続数に基づいて自動計算されます（最大100点）。,"Trust Score는 실시간 데이터 비율, 픽셀 연결 수를 기반으로 자동 계산됩니다(최대 100점).",b8_batch,02
UGC/インフルエンサー,UGC/인플루언서,top500_fallback,T500
UGCコンテンツ収集,UGC 콘텐츠 수집,b8_batch,02
UGCレビュー,UGC 리뷰,top500_fallback,T500
UGC（Instagram・YouTube）パフォーマンス分析,UGC(Instagram·YouTube) 성과 분석,b8_batch,07
URLに?view=tabIDを追加すると特定タブに直接移動できます。,URL에 ?view=tabID를 추가하면 특정 탭으로 바로 이동할 수 있습니다.,b8_batch,02
URLコピー,URL 복사,b8_batch,02
VIPアップセル候補,VIP 업셀 후보,b8_batch,02
VIPセグメント自動ケア,VIP 세그먼트 자동 관리,b8_batch,06
VIP・離脱リスク・再購入可能な顧客をAIが自動分類します。,AI가 VIP·이탈 위험·재구매 가능 고객을 자동 분류합니다.,top500_fallback,T500
WMSマネージャー,WMS 매니저,b8_batch,09
Webhookトリガー,Webhook 트리거,b8_batch,02
Webポップアップ,웹 팝업,top500_fallback,T500
WhatsAppブロードキャスト・自動化,WhatsApp 브로드캐스트·자동화,b8_batch,07
WhatsAppメッセージを送信。事前承認済みテンプレートを使用します。,WhatsApp 메시지를 발송합니다. 사전 승인된 템플릿을 사용합니다.,b8_batch,02
WhatsAppメッセージを送信します。,WhatsApp 메시지를 발송합니다.,b8_batch,02
WhatsApp高度設定（チャネルAPI）,WhatsApp 고급 설정(채널 API),b8_batch,07
XSS、CSRF等のセキュリティ脅威をリアルタイムで検知・ブロックします。,"XSS, CSRF 등의 보안 위협을 실시간으로 감지·차단합니다.",b8_batch,07
