path,ko_current,ja_value,proposed_ko,ns,type
ruleEnginePage.super.autoFeeDesc,チャネル接続時に標準手数料率が自動適用されます,チャネル接続時に標準手数料率が自動適用されます,,ruleEnginePage,string
ruleEnginePage.super.pageTitle,チャネル精算管理,チャネル精算管理,,ruleEnginePage,string
ruleEnginePage.super.pageDesc,プラットフォーム別精算額追跡・手数料分析,プラットフォーム別精算額追跡・手数料分析,,ruleEnginePage,string
ruleEnginePage.super.searchPlaceholder,注文番号・購入者・商品名で検索...,注文番号・購入者・商品名で検索...,,ruleEnginePage,string
ruleEnginePage.super.settingsAutoCollectDesc,連携チャネルから注文データをリアルタイムで自動収集します。,連携チャネルから注文データをリアルタイムで自動収集します。,,ruleEnginePage,string
ruleEnginePage.super.settingsSlaMonitor,SLAモニタリング,SLAモニタリング,,ruleEnginePage,string
ruleEnginePage.super.settingsSlaMonitorDesc,チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,チャネル別出荷SLA基準時間を監視し、違反時に即座に通知します。,,ruleEnginePage,string
ruleEnginePage.super.settingsNotifDesc,新規注文、クレーム受付、SLA違反時にSlack/Emailで通知します。,新規注文、クレーム受付、SLA違反時にSlack/Emailで通知します。,,ruleEnginePage,string
ruleEnginePage.super.routingNoRules,ルーティングルールがありません。ルールを追加してください。,ルーティングルールがありません。ルールを追加してください。,,ruleEnginePage,string
ruleEnginePage.accountPerf.pageTitle,アカウント別実績,アカウント別実績,,ruleEnginePage,string
ruleEnginePage.accountPerf.pageSub,チーム別パフォーマンス,チーム別パフォーマンス,,ruleEnginePage,string
ruleEnginePage.accountPerf.teamDashboard,チーム予算,チーム予算,,ruleEnginePage,string
ruleEnginePage.accountPerf.aiInsightDesc,チーム別分析,チーム別分析,,ruleEnginePage,string
ruleEnginePage.accountPerf.aiInsightLow,効率低下。クリエイティブ更新,効率低下。クリエイティブ更新,,ruleEnginePage,string
ruleEnginePage.accountPerf.hierarchyTitle,キャンペーン ➔ 広告セット ➔ 広告,キャンペーン ➔ 広告セット ➔ 広告,,ruleEnginePage,string
ruleEnginePage.accountPerf.hierarchyDesc,行クリックでドリルダウン,行クリックでドリルダウン,,ruleEnginePage,string
ruleEnginePage.accountPerf.defaultTeam,運用チーム,運用チーム,,ruleEnginePage,string
ruleEnginePage.accountPerf.guideTabDashboardDesc,チーム予算・KPI・収益,チーム予算・KPI・収益,,ruleEnginePage,string
ruleEnginePage.accountPerf.guideTabDrilldownDesc,3段階ドリルダウン,3段階ドリルダウン,,ruleEnginePage,string
ruleEnginePage.acctPerf.hierarchyTitle,キャンペーン ➔ 広告セット ➔ 広告,キャンペーン ➔ 広告セット ➔ 広告,,ruleEnginePage,string
ruleEnginePage.acctPerf.hierarchyDesc,行クリックでドリルダウン,行クリックでドリルダウン,,ruleEnginePage,string
ruleEnginePage.acctPerf.pageTitle,アカウント別実績,アカウント別実績,,ruleEnginePage,string
ruleEnginePage.acctPerf.pageSub,チーム別パフォーマンス,チーム別パフォーマンス,,ruleEnginePage,string
ruleEnginePage.acctPerf.teamDashboard,チーム予算,チーム予算,,ruleEnginePage,string
ruleEnginePage.acctPerf.aiInsightDesc,チーム別分析,チーム別分析,,ruleEnginePage,string
ruleEnginePage.acctPerf.aiInsightLow,効率低下。クリエイティブ更新,効率低下。クリエイティブ更新,,ruleEnginePage,string
ruleEnginePage.acctPerf.defaultTeam,運用チーム,運用チーム,,ruleEnginePage,string
ruleEnginePage.acctPerf.guideTabDashboardDesc,チーム予算・KPI・収益,チーム予算・KPI・収益,,ruleEnginePage,string
ruleEnginePage.acctPerf.guideTabDrilldownDesc,3段階ドリルダウン,3段階ドリルダウン,,ruleEnginePage,string
ruleEnginePage.marketing.sidebarCampaignActive,🟢 {{n}}キャンペーン実行中,🟢 {{n}}キャンペーン実行中,,ruleEnginePage,string
ruleEnginePage.marketing.guideFullTitle,📋 最初から最後まで — 完全ガイド,📋 最初から最後まで — 完全ガイド,,ruleEnginePage,string
ruleEnginePage.marketing.guideFullSub,AIマーケティング自動化プラットフォームの完全ワークフローをステップバイステップでご案内します。,AIマーケティング自動化プラットフォームの完全ワークフローをステップバイステップでご案内します。,,ruleEnginePage,string
ruleEnginePage.marketing.guidePhaseA,フェーズA — 開始準備,フェーズA — 開始準備,,ruleEnginePage,string
ruleEnginePage.marketing.guidePhaseB,フェーズB — キャンペーン設計,フェーズB — キャンペーン設計,,ruleEnginePage,string
ruleEnginePage.marketing.guidePhaseC,フェーズC — AI戦略＆クリエイティブ制作,フェーズC — AI戦略＆クリエイティブ制作,,ruleEnginePage,string
ruleEnginePage.marketing.guidePhaseD,フェーズD — 実行＆モニタリング,フェーズD — 実行＆モニタリング,,ruleEnginePage,string
ruleEnginePage.marketing.guidePhaseE,フェーズE — 最適化＆完了,フェーズE — 最適化＆完了,,ruleEnginePage,string
ruleEnginePage.marketing.gf1Title,ログイン＆環境確認,ログイン＆環境確認,,ruleEnginePage,string
ruleEnginePage.marketing.gf1Desc,ログインし、サイドバーから「AIマーケティング→自動戦略」に移動します。本番/デモ環境を確認してください。,ログインし、サイドバーから「AIマーケティング→自動戦略」に移動します。本番/デモ環境を確認してください。,,ruleEnginePage,string
ruleEnginePage.marketing.gf2Title,APIチャネル接続,APIチャネル接続,,ruleEnginePage,string
ruleEnginePage.marketing.gf2Desc,統合ハブでMeta、Google、Naverなどの APIキーを登録します。接続されたチャネルのみキャンペーンで使用できます。,統合ハブでMeta、Google、Naverなどの APIキーを登録します。接続されたチャネルのみキャンペーンで使用できます。,,ruleEnginePage,string
ruleEnginePage.marketing.gf3Title,ダッシュボードKPI確認,ダッシュボードKPI確認,,ruleEnginePage,string
ruleEnginePage.marketing.gf3Desc,ホームダッシュボードで現在のKPI、アクティブキャンペーン、チャネル別ROASを確認します。このデータがAI推奨の基盤です。,ホームダッシュボードで現在のKPI、アクティブキャンペーン、チャネル別ROASを確認します。このデータがAI推奨の基盤です。,,ruleEnginePage,string
ruleEnginePage.marketing.gf4Desc,「②キャンペーン設定」タブで月間広告予算を選択または入力します。AIが予算レベルに基づいてチャネル推奨を最適化します。,「②キャンペーン設定」タブで月間広告予算を選択または入力します。AIが予算レベルに基づいてチャネル推奨を最適化します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf5Title,商品カテゴリ選択,商品カテゴリ選択,,ruleEnginePage,string
ruleEnginePage.marketing.gf5Desc,11カテゴリ（美容、ファッション、食品など）から選択します。複数選択でクロス分析が可能になり精度が向上します。,11カテゴリ（美容、ファッション、食品など）から選択します。複数選択でクロス分析が可能になり精度が向上します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf6Title,広告チャネル選択,広告チャネル選択,,ruleEnginePage,string
ruleEnginePage.marketing.gf6Desc,AIがカテゴリ＋予算分析に基づいて最適なチャネルの組み合わせを推奨します。手動でチャネルを追加・削除できます。,AIがカテゴリ＋予算分析に基づいて最適なチャネルの組み合わせを推奨します。手動でチャネルを追加・削除できます。,,ruleEnginePage,string
ruleEnginePage.marketing.gf7Title,ターゲット＆期間設定,ターゲット＆期間設定,,ruleEnginePage,string
ruleEnginePage.marketing.gf7Desc,キャンペーン名、実行期間（月次/四半期/半期）、ターゲットオーディエンスを設定します。AIがチャネル別最適ターゲティングを提案します。,キャンペーン名、実行期間（月次/四半期/半期）、ターゲットオーディエンスを設定します。AIがチャネル別最適ターゲティングを提案します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf8Title,AI戦略シミュレーション,AI戦略シミュレーション,,ruleEnginePage,string
ruleEnginePage.marketing.gf8Desc,「AI戦略生成」をクリックして、チャネル別予算配分、推定インプレッション、クリック、コンバージョン、ROASを自動計算します。,「AI戦略生成」をクリックして、チャネル別予算配分、推定インプレッション、クリック、コンバージョン、ROASを自動計算します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf9Title,広告クリエイティブ制作,広告クリエイティブ制作,,ruleEnginePage,string
ruleEnginePage.marketing.gf9Desc,「①クリエイティブスタジオ」タブで、AIがチャネル別に最適化された広告クリエイティブを自動生成します。テキスト、画像、動画に対応。,「①クリエイティブスタジオ」タブで、AIがチャネル別に最適化された広告クリエイティブを自動生成します。テキスト、画像、動画に対応。,,ruleEnginePage,string
ruleEnginePage.marketing.gf10Title,戦略プレビュー＆調整,戦略プレビュー＆調整,,ruleEnginePage,string
ruleEnginePage.marketing.gf10Desc,「③AIプレビュー」タブでチャネル別配分と予想KPIを確認します。スライダーで配分比率を手動調整できます。,「③AIプレビュー」タブでチャネル別配分と予想KPIを確認します。スライダーで配分比率を手動調整できます。,,ruleEnginePage,string
ruleEnginePage.marketing.gf11Desc,戦略を確定し「承認リクエスト」をクリックします。送信前に承認モーダルで予算、ROAS、チャネルを最終確認します。,戦略を確定し「承認リクエスト」をクリックします。送信前に承認モーダルで予算、ROAS、チャネルを最終確認します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf12Title,キャンペーンマネージャーで監視,キャンペーンマネージャーで監視,,ruleEnginePage,string
ruleEnginePage.marketing.gf12Desc,提出されたキャンペーンはキャンペーンマネージャーページでリアルタイム追跡されます。ステータス（保留/承認/アクティブ/一時停止）を監視します。,提出されたキャンペーンはキャンペーンマネージャーページでリアルタイム追跡されます。ステータス（保留/承認/アクティブ/一時停止）を監視します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf13Desc,AIがリアルタイムデータを分析し、パフォーマンスの低いチャネルから高いチャネルへ予算を自動的に再配分します。,AIがリアルタイムデータを分析し、パフォーマンスの低いチャネルから高いチャネルへ予算を自動的に再配分します。,,ruleEnginePage,string
ruleEnginePage.marketing.gf14Title,パフォーマンスレポート分析,パフォーマンスレポート分析,,ruleEnginePage,string
ruleEnginePage.marketing.gf14Desc,キャンペーン終了後、チャネル別ROAS、CPA、CTRなどの主要指標を分析します。AIが次回キャンペーンの改善点を提案します。,キャンペーン終了後、チャネル別ROAS、CPA、CTRなどの主要指標を分析します。AIが次回キャンペーンの改善点を提案します。,,ruleEnginePage,string
