path,ko_current,ja_value,ns
ruleEnginePage.marketing.gf12Desc,提出されたキャンペーンはキャンペーンマネージャーページでリアルタイム追跡されます。ステータス（保留/承認/アクティブ/一時停止）を監視します。,提出されたキャンペーンはキャンペーンマネージャーページでリアルタイム追跡されます。ステータス（保留/承認/アクティブ/一時停止）を監視します。,ruleEnginePage
ruleEnginePage.marketing.gf13Desc,AIがリアルタイムデータを分析し、パフォーマンスの低いチャネルから高いチャネルへ予算を自動的に再配分します。,AIがリアルタイムデータを分析し、パフォーマンスの低いチャネルから高いチャネルへ予算を自動的に再配分します。,ruleEnginePage
ruleEnginePage.marketing.gf14Title,パフォーマンスレポート分析,パフォーマンスレポート分析,ruleEnginePage
ruleEnginePage.marketing.gf14Desc,キャンペーン終了後、チャネル別ROAS、CPA、CTRなどの主要指標を分析します。AIが次回キャンペーンの改善点を提案します。,キャンペーン終了後、チャネル別ROAS、CPA、CTRなどの主要指標を分析します。AIが次回キャンペーンの改善点を提案します。,ruleEnginePage
ruleEnginePage.marketing.gf15Title,次のキャンペーンを繰り返し,次のキャンペーンを繰り返し,ruleEnginePage
ruleEnginePage.marketing.gf15Desc,分析結果に基づいて予算/カテゴリ/チャネルを調整し、新しいキャンペーンを作成します。繰り返すごとにAI学習が強化されます。,分析結果に基づいて予算/カテゴリ/チャネルを調整し、新しいキャンペーンを作成します。繰り返すごとにAI学習が強化されます。,ruleEnginePage
ruleEnginePage.marketing.guideTabGuideDesc,プラットフォーム機能と完全ワークフローのステップバイステップガイド。,プラットフォーム機能と完全ワークフローのステップバイステップガイド。,ruleEnginePage
ruleEnginePage.marketing.guideTip6,最適な組み合わせを見つけるため、AI推奨チャネルと手動選択を比較してください。,最適な組み合わせを見つけるため、AI推奨チャネルと手動選択を比較してください。,ruleEnginePage
ruleEnginePage.marketing.guideTip7,予算超過を防ぐため、実行前に必ずマネージャー承認に提出してください。,予算超過を防ぐため、実行前に必ずマネージャー承認に提出してください。,ruleEnginePage
ruleEnginePage.marketing.csSubtitle,各プラットフォームの広告クリエイティブをデザイン・管理,各プラットフォームの広告クリエイティブをデザイン・管理,ruleEnginePage
ruleEnginePage.marketing.csTabGallery,ギャラリー,ギャラリー,ruleEnginePage
ruleEnginePage.marketing.csTabBrandAssets,ブランドアセット,ブランドアセット,ruleEnginePage
ruleEnginePage.marketing.csFeatMultiFormat,マルチフォーマット出力,マルチフォーマット出力,ruleEnginePage
ruleEnginePage.marketing.csFeatAiCopy,AIコピー生成,AIコピー生成,ruleEnginePage
ruleEnginePage.marketing.csFeatPerfAnalytics,パフォーマンス分析,パフォーマンス分析,ruleEnginePage
ruleEnginePage.marketing.csFeatBrandCheck,ブランド一貫性チェック,ブランド一貫性チェック,ruleEnginePage
ruleEnginePage.marketing.csSystemOk,システム正常稼働中,システム正常稼働中,ruleEnginePage
ruleEnginePage.marketing.csUseCampaign,キャンペーンに活用,キャンペーンに活用,ruleEnginePage
ruleEnginePage.marketing.csAiGenTitle,AIクリエイティブ生成,AIクリエイティブ生成,ruleEnginePage
ruleEnginePage.marketing.csAiGenDesc,カテゴリとチャネルを選択すると、AIが最適な広告素材を自動生成します。,カテゴリとチャネルを選択すると、AIが最適な広告素材を自動生成します。,ruleEnginePage
ruleEnginePage.marketing.csStartFromSetup,キャンペーン設定から開始,キャンペーン設定から開始,ruleEnginePage
ruleEnginePage.marketing.csTypeCarousel,カルーセル広告,カルーセル広告,ruleEnginePage
ruleEnginePage.marketing.csTypeCarouselDesc,複数画像のスライド構成,複数画像のスライド構成,ruleEnginePage
ruleEnginePage.marketing.csTypeVideoDesc,15～60秒ショート動画の自動制作,15～60秒ショート動画の自動制作,ruleEnginePage
ruleEnginePage.marketing.csTypeBanner,バナー広告,バナー広告,ruleEnginePage
ruleEnginePage.marketing.csTypeBannerDesc,レスポンシブディスプレイバナー,レスポンシブディスプレイバナー,ruleEnginePage
ruleEnginePage.marketing.csTypeStory,ストーリー広告,ストーリー広告,ruleEnginePage
ruleEnginePage.marketing.csTypeStoryDesc,9:16縦型フルスクリーン,9:16縦型フルスクリーン,ruleEnginePage
ruleEnginePage.marketing.csTypeShopping,ショッピング広告,ショッピング広告,ruleEnginePage
ruleEnginePage.marketing.csTypeShoppingDesc,商品フィードDPA素材,商品フィードDPA素材,ruleEnginePage
ruleEnginePage.marketing.csTypeMessage,メッセージ広告,メッセージ広告,ruleEnginePage
ruleEnginePage.marketing.csTypeMessageDesc,KakaoTalk·LINEテンプレート,KakaoTalk·LINEテンプレート,ruleEnginePage
ruleEnginePage.marketing.csPerfEffScore,素材効率スコア,素材効率スコア,ruleEnginePage
ruleEnginePage.marketing.csPerfTable,素材別パフォーマンス,素材別パフォーマンス,ruleEnginePage
ruleEnginePage.marketing.csAiOpt1,動画のCTRがカルーセルの1.5倍です。動画比率を拡大してください。,動画のCTRがカルーセルの1.5倍です。動画比率を拡大してください。,ruleEnginePage
ruleEnginePage.marketing.csAiOpt2,TikTokショート素材の転換率が最高です。15秒以内の素材を追加制作してください。,TikTokショート素材の転換率が最高です。15秒以内の素材を追加制作してください。,ruleEnginePage
ruleEnginePage.marketing.csAiOpt3,2週間以上の素材は広告疲労が上昇します。新しいクリエイティブに交換してください。,2週間以上の素材は広告疲労が上昇します。新しいクリエイティブに交換してください。,ruleEnginePage
ruleEnginePage.marketing.csBrandTitle,ブランドアセット管理,ブランドアセット管理,ruleEnginePage
ruleEnginePage.marketing.csBrandDesc,ブランドガイドラインに沿った一貫した素材管理,ブランドガイドラインに沿った一貫した素材管理,ruleEnginePage
ruleEnginePage.marketing.csUploadAsset,アセットアップロード,アセットアップロード,ruleEnginePage
ruleEnginePage.marketing.csBrandCheck,ブランド一貫性検査,ブランド一貫性検査,ruleEnginePage
ruleEnginePage.marketing.csColorComp,カラー準拠率,カラー準拠率,ruleEnginePage
ruleEnginePage.marketing.csFontComp,フォント一貫性,フォント一貫性,ruleEnginePage
ruleEnginePage.marketing.csLogoComp,ロゴ使用準拠,ロゴ使用準拠,ruleEnginePage
ruleEnginePage.marketing.csGuideViolation,ガイドライン違反,ガイドライン違反,ruleEnginePage
ruleEnginePage.marketing.csLastSync,最終同期: たった今,最終同期: たった今,ruleEnginePage
ruleEnginePage.marketing.csFmtCarousel,カルーセル,カルーセル,ruleEnginePage
ruleEnginePage.marketing.csFmtBanner,バナー,バナー,ruleEnginePage
ruleEnginePage.marketing.csFmtShort,ショート,ショート,ruleEnginePage
ruleEnginePage.marketing.autoTab1,① クリエイティブスタジオ,① クリエイティブスタジオ,ruleEnginePage
ruleEnginePage.marketing.strictDateFilter,📅 キャンペーン期間フィルター,📅 キャンペーン期間フィルター,ruleEnginePage
ruleEnginePage.marketing.strictDateDesc,リアルタイムデータを即座に取得,リアルタイムデータを即座に取得,ruleEnginePage
ruleEnginePage.marketing.pageTitle,マーケティング＆広告成果,マーケティング＆広告成果,ruleEnginePage
ruleEnginePage.marketing.budgetTrackTitle,予算管理ダッシュボード,予算管理ダッシュボード,ruleEnginePage
ruleEnginePage.marketing.budgetTrackSub,リアルタイム予算管理,リアルタイム予算管理,ruleEnginePage
ruleEnginePage.marketing.bgCategoryAlloc,カテゴリ配分,カテゴリ配分,ruleEnginePage
ruleEnginePage.marketing.catBrand,ブランド,ブランド,ruleEnginePage
ruleEnginePage.marketing.catRetargeting,リターゲティング,リターゲティング,ruleEnginePage
ruleEnginePage.marketing.bgKpiTopChan,Topチャネル,Topチャネル,ruleEnginePage
ruleEnginePage.marketing.bgTableCampaign,キャンペーン成果,キャンペーン成果,ruleEnginePage
ruleEnginePage.marketing.bgTabCampaigns,キャンペーン予算,キャンペーン予算,ruleEnginePage
ruleEnginePage.marketing.bgPacingChart,チャネル別配分vs支出,チャネル別配分vs支出,ruleEnginePage
ruleEnginePage.marketing.bgPacingTableTitle,詳細ペーシング,詳細ペーシング,ruleEnginePage
ruleEnginePage.marketing.bgPnlMarginSummary,マージン&ROAS,マージン&ROAS,ruleEnginePage
ruleEnginePage.marketing.bgPnlMargin,営業マージン,営業マージン,ruleEnginePage
ruleEnginePage.marketing.autoTitle,🚀 マーケティング自動化プラットフォーム,🚀 マーケティング自動化プラットフォーム,ruleEnginePage
ruleEnginePage.marketing.autoSub,月予算を設定すると、AIがTikTok・Meta・Naverなどに最適化されたマーケティング戦略を自動で策定します,月予算を設定すると、AIがTikTok・Meta・Naverなどに最適化されたマーケティング戦略を自動で策定します,ruleEnginePage
ruleEnginePage.marketing.tabSetup,⚙ キャンペーン設定,⚙ キャンペーン設定,ruleEnginePage
ruleEnginePage.marketing.tabPreview,🔮 AI戦略プレビュー,🔮 AI戦略プレビュー,ruleEnginePage
ruleEnginePage.marketing.tabCampaignMgmt,📋 キャンペーン管理,📋 キャンペーン管理,ruleEnginePage
ruleEnginePage.marketing.budgetSetup,💰 月間マーケティング予算設定,💰 月間マーケティング予算設定,ruleEnginePage
ruleEnginePage.marketing.directInput,直接入力（ウォン）,直接入力（ウォン）,ruleEnginePage
ruleEnginePage.marketing.campaignPeriod,キャンペーン期間,キャンペーン期間,ruleEnginePage
ruleEnginePage.marketing.monthly,月間（1ヶ月）,月間（1ヶ月）,ruleEnginePage
ruleEnginePage.marketing.quarterly,四半期（3ヶ月）,四半期（3ヶ月）,ruleEnginePage
ruleEnginePage.marketing.halfyear,半期（6ヶ月）,半期（6ヶ月）,ruleEnginePage
ruleEnginePage.marketing.categorySelect,🏷 販売商品カテゴリ選択（複数選択可）,🏷 販売商品カテゴリ選択（複数選択可）,ruleEnginePage
ruleEnginePage.marketing.channelSelect,📡 広告チャネル選択,📡 広告チャネル選択,ruleEnginePage
ruleEnginePage.marketing.salesChannels,🌐 連携済み販売チャネル,🌐 連携済み販売チャネル,ruleEnginePage
ruleEnginePage.marketing.salesChannelSub,有効化されたチャネルにマーケティング成果データが連携されます。,有効化されたチャネルにマーケティング成果データが連携されます。,ruleEnginePage
