ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
pages,pages.cmpVal.notification_basic,LATIN_LONG,Notification Basic,Notification Basic,Notification Basic,18,
pages,pages.cmpVal.notification_send,LATIN_LONG,Notification Send,Notification Send,Notification Send,17,
pages,pages.cmpVal.own_history,LATIN_LONG,Own History,Own History,Own History,11,
pages,pages.cmpVal.owner_streaming,LATIN_LONG,Owner·Streaming,Owner·Streaming,Owner·Streaming,15,
pages,pages.cmpVal.partner_api,LATIN_LONG,Partner API Bidirectional,Partner API Bidirectional,Partner API Bidirectional,25,
pages,pages.cmpVal.perf_view,LATIN_LONG,Performance View,Performance View,Performance View,16,
pages,pages.cmpVal.policy_review,LATIN_LONG,Policy·Review·Listing,Policy·Review·Listing,Policy·Review·Listing,21,
pages,pages.cmpVal.rbac_role,LATIN_LONG,RBAC Role Settings,RBAC Role Settings,RBAC Role Settings,18,
pages,pages.cmpVal.realtime_rate,LATIN_LONG,Real-time Rate,Real-time Rate,Real-time Rate,14,
pages,pages.cmpVal.rule_writeback,LATIN_LONG,Rule Engine·Writeback,Rule Engine·Writeback,Rule Engine·Writeback,21,
pages,pages.cmpVal.schema_quality_view,LATIN_LONG,Schema·Quality View,Schema·Quality View,Schema·Quality View,19,
pages,pages.cmpVal.server_side,LATIN_LONG,Server-side,Server-side,Server-side,11,
pages,pages.cmpVal.trend_forecast,LATIN_LONG,Trend Forecast,Trend Forecast,Trend Forecast,14,
pages,pages.marketing.accountPerformance,LATIN_LONG,Account Performance,Account Performance,Account Performance,19,
pages,pages.marketing.aiRecommend,LATIN_LONG,AI Instant Recommendations,AI Instant Recommendations,AI Instant Recommendations,26,
pages,pages.marketing.catalog,LATIN_LONG,Product Catalog,Product Catalog,Product Catalog,15,
pages,pages.marketing.chPerfDash,LATIN_LONG,Channel Performance Dashboard,Channel Performance Dashboard,Channel Performance Dashboard,29,
pages,pages.marketing.chTrendKpi,LATIN_LONG,Key KPI Trends by Media,Key KPI Trends by Media,Key KPI Trends by Media,23,
pages,pages.marketing.colAchieve,LATIN_LONG,Goal Achievement,Goal Achievement,Goal Achievement,16,
pages,pages.marketing.colChan,LATIN_LONG,Channel Name,Channel Name,Channel Name,12,
pages,pages.marketing.commerceDesc,LATIN_LONG,Order · Inventory · Settlement Unified Status,Order · Inventory · Settlement Unified Status,Order · Inventory · Settlement Unified Status,45,
pages,pages.marketing.convFunnel,LATIN_LONG,Conversion Funnel Analysis,Conversion Funnel Analysis,Conversion Funnel Analysis,26,
pages,pages.marketing.genderDist,LATIN_LONG,Gender Distribution,Gender Distribution,Gender Distribution,19,
pages,pages.marketing.influencerDesc,LATIN_LONG,Influencer · UGC Performance Analysis,Influencer · UGC Performance Analysis,Influencer · UGC Performance Analysis,37,
pages,pages.marketing.KRChannel,LATIN_LONG,KR Channel,KR Channel,KR Channel,10,
pages,pages.marketing.liveActivity,LATIN_LONG,Live Activity,Live Activity,Live Activity,13,
pages,pages.marketing.LockBadge,LATIN_LONG,🔒 Demo,🔒 Demo,🔒 Demo,7,
pages,pages.marketing.marketingDesc,LATIN_LONG,Ad · Campaign Integrated Analysis,Ad · Campaign Integrated Analysis,Ad · Campaign Integrated Analysis,33,
pages,pages.marketing.moduleShortcuts,LATIN_LONG,Module Shortcuts,Module Shortcuts,Module Shortcuts,16,
pages,pages.marketing.naverName,LATIN_LONG,Naver Search Ads,Naver Search Ads,Naver Search Ads,16,
pages,pages.marketing.overviewDesc,LATIN_LONG,All platform KPIs at a glance,All platform KPIs at a glance,All platform KPIs at a glance,29,
pages,pages.marketing.PriceCheck,LATIN_LONG,Price Check,Price Check,Price Check,11,
pages,pages.marketing.PriceOpt,LATIN_LONG,Price Opt,Price Opt,Price Opt,9,
pages,pages.marketing.PricingView,LATIN_LONG,Check Pricing Plans,Check Pricing Plans,Check Pricing Plans,19,
pages,pages.marketing.returnsPortal,LATIN_LONG,Returns Automation Portal,Returns Automation Portal,Returns Automation Portal,25,
pages,pages.marketing.sales,LATIN_LONG,Global Sales,Global Sales,Global Sales,12,
pages,pages.marketing.salesDesc,LATIN_LONG,Revenue Status by Country/Region,Revenue Status by Country/Region,Revenue Status by Country/Region,32,
pages,pages.marketing.SampleDesc2,LATIN_LONG,This feature only fetches real data after paid plan integration. Current screen uses sample data.,This feature only fetches real data after paid plan integration. Current screen uses sample data.,This feature only fetches real data after paid plan integration. Current screen uses sample data.,97,
pages,pages.marketing.SampleDesc3,LATIN_LONG,Virtual data is being displayed.,Virtual data is being displayed.,Virtual data is being displayed.,32,
pages,pages.marketing.selectRoleDesc,LATIN_LONG,We suggest customized options and quick actions for your role.,We suggest customized options and quick actions for your role.,We suggest customized options and quick actions for your role.,62,
pages,pages.marketing.selectRoleTitle,LATIN_LONG,Please select your role,Please select your role,Please select your role,23,
pages,pages.marketing.supplyChain,LATIN_LONG,Supply Chain Visibility,Supply Chain Visibility,Supply Chain Visibility,23,
pages,pages.marketing.systemDesc,LATIN_LONG,API · Pipeline · Server Status,API · Pipeline · Server Status,API · Pipeline · Server Status,30,
pages,pages.marketing.topRegion,LATIN_LONG,Top Visited Regions,Top Visited Regions,Top Visited Regions,19,
pages,pages.marketing.upgradalBtn,LATIN_LONG,View Pricing Plans,View Pricing Plans,View Pricing Plans,18,
pages,pages.marketing.upgradalDesc,LATIN_LONG,This menu is available on paid plans. Upgrade to unlock all expert features.,This menu is available on paid plans. Upgrade to unlock all expert features.,This menu is available on paid plans. Upgrade to unlock all expert features.,76,
pages,pages.marketing.upgradalTitle,LATIN_LONG,Upgrade Notice,Upgrade Notice,Upgrade Notice,14,
pages,pages.marketing.upgradeBarCoupon,LATIN_LONG,Your account has a free coupon.,Your account has a free coupon.,Your account has a free coupon.,31,
pages,pages.marketing.upgradeBarDesc,LATIN_LONG,Connect your API now and fully utilize the platform with your data.,Connect your API now and fully utilize the platform with your data.,Connect your API now and fully utilize the platform with your data.,67,
pages,pages.marketing.upgradeBarMembership,LATIN_LONG,Membership Coupon Application Guide,Membership Coupon Application Guide,Membership Coupon Application Guide,35,
pages,pages.marketing.upgradeBarTitle,LATIN_LONG,🎉 Connect real business data and try all features free for 7 days!,🎉 Connect real business data and try all features free for 7 days!,🎉 Connect real business data and try all features free for 7 days!,67,
pages,pages.marketing.vsYesterday,LATIN_LONG,vs Yesterday,vs Yesterday,vs Yesterday,12,
pages,pages.marketingIntel.actionLabel,LATIN_LONG,Action Label,Action Label,Action Label,12,
pages,pages.marketingIntel.adBody,LATIN_LONG,Ad Body,Ad Body,Ad Body,7,
pages,pages.marketingIntel.adCopy,LATIN_LONG,Ad Copy,Ad Copy,Ad Copy,7,
pages,pages.marketingIntel.adCreativeSub,LATIN_LONG,Ad Creative Sub,Ad Creative Sub,Ad Creative Sub,15,
pages,pages.marketingIntel.adCreativeTitle,LATIN_LONG,Ad Creative Title,Ad Creative Title,Ad Creative Title,17,
pages,pages.marketingIntel.adCta,LATIN_LONG,Ad Cta,Ad Cta,Ad Cta,6,
pages,pages.marketingIntel.adDownload,LATIN_LONG,⬇ Download,⬇ Download,⬇ Download,10,
pages,pages.marketingIntel.adGenerate,LATIN_LONG,Ad Generate,Ad Generate,Ad Generate,11,
pages,pages.marketingIntel.adGenerating,LATIN_LONG,Ad Generating,Ad Generating,Ad Generating,13,
pages,pages.marketingIntel.adHashtags,LATIN_LONG,Ad Hashtags,Ad Hashtags,Ad Hashtags,11,
pages,pages.marketingIntel.adHeadline,LATIN_LONG,Ad Headline,Ad Headline,Ad Headline,11,
pages,pages.marketingIntel.adKeyword,LATIN_LONG,Ad Keyword,Ad Keyword,Ad Keyword,10,
pages,pages.marketingIntel.adKeywordPh,LATIN_LONG,Ad Keyword Ph,Ad Keyword Ph,Ad Keyword Ph,13,
pages,pages.marketingIntel.adKeywords,LATIN_LONG,Ad Keywords,Ad Keywords,Ad Keywords,11,
pages,pages.marketingIntel.admin.callVolume,LATIN_LONG,Call Volume,Call Volume,Call Volume,11,
pages,pages.marketingIntel.admin.ipRestriction,LATIN_LONG,Ip Restriction,Ip Restriction,Ip Restriction,14,
pages,pages.marketingIntel.admin.sessionTimeout,LATIN_LONG,Session Timeout,Session Timeout,Session Timeout,15,
pages,pages.marketingIntel.admin.tabBilling,LATIN_LONG,Tab Billing,Tab Billing,Tab Billing,11,
pages,pages.marketingIntel.admin.tabGeneral,LATIN_LONG,Tab General,Tab General,Tab General,11,
pages,pages.marketingIntel.admin.tabIntegrations,LATIN_LONG,Tab Integrations,Tab Integrations,Tab Integrations,16,
pages,pages.marketingIntel.admin.tabWorkspace,LATIN_LONG,Tab Workspace,Tab Workspace,Tab Workspace,13,
pages,pages.marketingIntel.admin.twoFactor,LATIN_LONG,Two Factor,Two Factor,Two Factor,10,
pages,pages.marketingIntel.admin.workspaceName,LATIN_LONG,Workspace Name,Workspace Name,Workspace Name,14,
pages,pages.marketingIntel.adPlatform,LATIN_LONG,Ad Platform,Ad Platform,Ad Platform,11,
pages,pages.marketingIntel.adProduct,LATIN_LONG,Ad Product,Ad Product,Ad Product,10,
pages,pages.marketingIntel.adProductPh,LATIN_LONG,Ad Product Ph,Ad Product Ph,Ad Product Ph,13,
pages,pages.marketingIntel.adRegenerate,LATIN_LONG,Ad Regenerate,Ad Regenerate,Ad Regenerate,13,
pages,pages.marketingIntel.adResult,LATIN_LONG,Ad Result,Ad Result,Ad Result,9,
pages,pages.marketingIntel.adSize,LATIN_LONG,Ad Size,Ad Size,Ad Size,7,
pages,pages.marketingIntel.adStyle,LATIN_LONG,Ad Style,Ad Style,Ad Style,8,
pages,pages.marketingIntel.adTarget,LATIN_LONG,Ad Target,Ad Target,Ad Target,9,
pages,pages.marketingIntel.adTargetPh,LATIN_LONG,Ad Target Ph,Ad Target Ph,Ad Target Ph,12,
pages,pages.marketingIntel.adTone,LATIN_LONG,Ad Tone,Ad Tone,Ad Tone,7,
pages,pages.marketingIntel.aiEngine,LATIN_LONG,Ai Engine,Ai Engine,Ai Engine,9,
pages,pages.marketingIntel.aiEngineDesc,LATIN_LONG,Ai Engine Desc,Ai Engine Desc,Ai Engine Desc,14,
pages,pages.marketingIntel.aiPredict.banner.days,LATIN_LONG, days, days,days,5,
pages,pages.marketingIntel.aiPredict.kpi.churnAction,LATIN_LONG,Churn Action,Churn Action,Churn Action,12,
pages,pages.marketingIntel.aiPredict.kpi.churnRisk,LATIN_LONG,Churn Risk Customer,Churn Risk Customer,Churn Risk Customer,19,
pages,pages.marketingIntel.aiPredict.kpi.highLtv,LATIN_LONG,High Ltv,High Ltv,High Ltv,8,
pages,pages.marketingIntel.aiPredict.kpi.highLtvSub,LATIN_LONG,High Ltv Sub,High Ltv Sub,High Ltv Sub,12,
pages,pages.marketingIntel.aiPredict.kpi.mlAccuracy,LATIN_LONG,Ml Accuracy,Ml Accuracy,Ml Accuracy,11,
pages,pages.marketingIntel.aiPredict.kpi.mlSub,LATIN_LONG,Ml Sub,Ml Sub,Ml Sub,6,
pages,pages.marketingIntel.aiPredict.kpi.revenueSub,LATIN_LONG,Revenue Sub,Revenue Sub,Revenue Sub,11,
pages,pages.marketingIntel.aiSuggestions,LATIN_LONG,Ai Suggestions,Ai Suggestions,Ai Suggestions,14,
pages,pages.marketingIntel.anomalyDetected,LATIN_LONG,Anomaly detected,Anomaly detected,Anomaly detected,16,
pages,pages.marketingIntel.audienceInsights,LATIN_LONG,Audience Insights,Audience Insights,Audience Insights,17,
pages,pages.marketingIntel.auditLog.colDetail,LATIN_LONG,Col Detail,Col Detail,Col Detail,10,
pages,pages.marketingIntel.auditLog.exportCsv,LATIN_LONG,Export CSV,Export CSV,Export Csv,10,
pages,pages.marketingIntel.auditLog.filterAction,LATIN_LONG,Filter Action,Filter Action,Filter Action,13,
pages,pages.marketingIntel.auditLog.filterDate,LATIN_LONG,Filter Date,Filter Date,Filter Date,11,
pages,pages.marketingIntel.auditLog.filterUser,LATIN_LONG,Filter User,Filter User,Filter User,11,
pages,pages.marketingIntel.auditLog.noLogs,LATIN_LONG,No Logs,No Logs,No Logs,7,
pages,pages.marketingIntel.auth.adChannelNote,LATIN_LONG,Ad Channel Note,Ad Channel Note,Ad Channel Note,15,
pages,pages.marketingIntel.auth.adChannelTitle,LATIN_LONG,Ad Channel Title,Ad Channel Title,Ad Channel Title,16,
pages,pages.marketingIntel.auth.addressDetailLabel,LATIN_LONG,Address Detail Label,Address Detail Label,Address Detail Label,20,
pages,pages.marketingIntel.auth.addressRequired,LATIN_LONG,Address Required,Address Required,Address Required,16,
pages,pages.marketingIntel.auth.adminEmailLabel,LATIN_LONG,Admin Email Label,Admin Email Label,Admin Email Label,17,
pages,pages.marketingIntel.auth.adminKeyLabel,LATIN_LONG,Admin Key Label,Admin Key Label,Admin Key Label,15,
pages,pages.marketingIntel.auth.adminKeyPh,LATIN_LONG,Admin Key Ph,Admin Key Ph,Admin Key Ph,12,
pages,pages.marketingIntel.auth.adminLoginBtn,LATIN_LONG,Admin Login Btn,Admin Login Btn,Admin Login Btn,15,
pages,pages.marketingIntel.auth.adminLoginDesc,LATIN_LONG,Admin Login Desc,Admin Login Desc,Admin Login Desc,16,
pages,pages.marketingIntel.auth.adminLoginTitle,LATIN_LONG,Admin Login Title,Admin Login Title,Admin Login Title,17,
pages,pages.marketingIntel.auth.agreeAll,LATIN_LONG,Agree All,Agree All,Agree All,9,
pages,pages.marketingIntel.auth.agreeAnd,LATIN_LONG,Agree And,Agree And,Agree And,9,
pages,pages.marketingIntel.auth.agreeConsent,LATIN_LONG,I agree to,I agree to,I agree to,10,
pages,pages.marketingIntel.auth.agreeMarketing,LATIN_LONG,Agree Marketing,Agree Marketing,Agree Marketing,15,
pages,pages.marketingIntel.auth.agreeTerms,LATIN_LONG,Terms of Service,Terms of Service,Terms of Service,16,
pages,pages.marketingIntel.auth.agreeTermsRequired,LATIN_LONG,Agree Terms Required,Agree Terms Required,Agree Terms Required,20,
pages,pages.marketingIntel.auth.alreadyHaveAccount,LATIN_LONG,Already have an account?,Already have an account?,Already have an account?,24,
pages,pages.marketingIntel.auth.businessNumberHint,LATIN_LONG,Business Number Hint,Business Number Hint,Business Number Hint,20,
pages,pages.marketingIntel.auth.businessNumberLabel,LATIN_LONG,Business Number,Business Number,Business Number Label,15,
pages,pages.marketingIntel.auth.businessNumberRequired,LATIN_LONG,Business Number Required,Business Number Required,Business Number Required,24,
pages,pages.marketingIntel.auth.businessTypeRequired,LATIN_LONG,Business Type Required,Business Type Required,Business Type Required,22,
pages,pages.marketingIntel.auth.businessWarning,LATIN_LONG,Business Warning,Business Warning,Business Warning,16,
pages,pages.marketingIntel.auth.ceoNameLabel,LATIN_LONG,Ceo Name Label,Ceo Name Label,Ceo Name Label,14,
pages,pages.marketingIntel.auth.ceoRequired,LATIN_LONG,Ceo Required,Ceo Required,Ceo Required,12,
pages,pages.marketingIntel.auth.companyLabel,LATIN_LONG,Company Label,Company Label,Company Label,13,
pages,pages.marketingIntel.auth.companyRequired,LATIN_LONG,Company Required,Company Required,Company Required,16,
pages,pages.marketingIntel.auth.completionNote,LATIN_LONG,Completion Note,Completion Note,Completion Note,15,
pages,pages.marketingIntel.auth.countryRequired,LATIN_LONG,Country Required,Country Required,Country Required,16,
pages,pages.marketingIntel.auth.emailRequired,LATIN_LONG,Email Required,Email Required,Email Required,14,
pages,pages.marketingIntel.auth.freePlan,LATIN_LONG,Free Trial (Demo),Free Trial (Demo),Free Trial (Demo),17,
pages,pages.marketingIntel.auth.freePlanDesc,LATIN_LONG,Simple sign up with email · name,Simple sign up with email · name,Simple sign up with email · name,32,
pages,pages.marketingIntel.auth.freeRegister,LATIN_LONG,✨ Free Sign Up,✨ Free Sign Up,✨ Free Sign Up,14,
pages,pages.marketingIntel.auth.freeTrialDesc,LATIN_LONG,Easy start · Free trial of core features,Easy start · Free trial of core features,Easy start · Free trial of core features,40,
pages,pages.marketingIntel.auth.freeTrialTitle,LATIN_LONG,Free Trial (Demo) Registration,Free Trial (Demo) Registration,Free Trial (Demo) Registration,30,
pages,pages.marketingIntel.auth.includedFeatures,LATIN_LONG,Included Features,Included Features,Included Features,17,
pages,pages.marketingIntel.auth.keyVerified,LATIN_LONG,Key Verified,Key Verified,Key Verified,12,
pages,pages.marketingIntel.auth.loggingIn,LATIN_LONG,Logging in...,Logging in...,Logging in...,13,
pages,pages.marketingIntel.auth.loginBtn,LATIN_LONG,🔐 Login,🔐 Login,🔐 Login,8,
pages,pages.marketingIntel.auth.monthlyRevenueLabel,LATIN_LONG,Monthly Revenue Label,Monthly Revenue Label,Monthly Revenue Label,21,
pages,pages.marketingIntel.auth.nextBusiness,LATIN_LONG,Next Business,Next Business,Next Business,13,
pages,pages.marketingIntel.auth.nextChannels,LATIN_LONG,Next Channels,Next Channels,Next Channels,13,
pages,pages.marketingIntel.auth.notAdminAccount,LATIN_LONG,Not Admin Account,Not Admin Account,Not Admin Account,17,
pages,pages.marketingIntel.auth.orLoginWith,LATIN_LONG,Or login with account,Or login with account,Or login with account,21,
pages,pages.marketingIntel.auth.paidPlan,LATIN_LONG,Paid Plan Sign Up,Paid Plan Sign Up,Paid Plan Sign Up,17,
pages,pages.marketingIntel.auth.paidPlanDesc,LATIN_LONG,Paid Plan Desc,Paid Plan Desc,Paid Plan Desc,14,
pages,pages.marketingIntel.auth.paidPlanNote,LATIN_LONG,Paid Plan Note,Paid Plan Note,Paid Plan Note,14,
pages,pages.marketingIntel.auth.paidPlanTitle,LATIN_LONG,Paid Plan Title,Paid Plan Title,Paid Plan Title,15,
pages,pages.marketingIntel.auth.passwordConfirm,LATIN_LONG,Confirm Password,Confirm Password,Confirm Password,16,
pages,pages.marketingIntel.auth.passwordHint,LATIN_LONG,Password (min 6 characters),Password (min 6 characters),Password (min 6 characters),27,
pages,pages.marketingIntel.auth.passwordMismatch,LATIN_LONG,Password Mismatch,Password Mismatch,Password Mismatch,17,
pages,pages.marketingIntel.auth.passwordTooShort,LATIN_LONG,Password Too Short,Password Too Short,Password Too Short,18,
pages,pages.marketingIntel.auth.phoneRequired,LATIN_LONG,Phone Required,Phone Required,Phone Required,14,
pages,pages.marketingIntel.auth.PlanNote,LATIN_LONG,Plan Note,Plan Note,Plan Note,9,
pages,pages.marketingIntel.auth.planQuestion,LATIN_LONG,Plan Question,Plan Question,Plan Question,13,
pages,pages.marketingIntel.auth.planTypeTitle,LATIN_LONG,Select Registration Type,Select Registration Type,Select Registration Type,24,
pages,pages.marketingIntel.auth.premiumOnly,LATIN_LONG,Premium Only,Premium Only,Premium Only,12,
pages,pages.marketingIntel.auth.priceNotSet,LATIN_LONG,Price Not Set,Price Not Set,Price Not Set,13,
pages,pages.marketingIntel.auth.processingRegister,LATIN_LONG,Processing Register,Processing Register,Processing Register,19,
pages,pages.marketingIntel.auth.quickStart,LATIN_LONG,⚡ Quick Demo,⚡ Quick Demo,⚡ Quick Demo,12,
pages,pages.marketingIntel.auth.recommendedFor,LATIN_LONG,Recommended For,Recommended For,Recommended For,15,
pages,pages.marketingIntel.auth.reenterKey,LATIN_LONG,Reenter Key,Reenter Key,Reenter Key,11,
pages,pages.marketingIntel.auth.salesChannelNote,LATIN_LONG,Sales Channel Note,Sales Channel Note,Sales Channel Note,18,
pages,pages.marketingIntel.auth.salesChannelRequired,LATIN_LONG,Sales Channel Required,Sales Channel Required,Sales Channel Required,22,
pages,pages.marketingIntel.auth.salesChannelTitle,LATIN_LONG,Sales Channel Title,Sales Channel Title,Sales Channel Title,19,
pages,pages.marketingIntel.auth.startFree,LATIN_LONG,🚀 Start Free,🚀 Start Free,🚀 Start Free,13,
pages,pages.marketingIntel.auth.startPlan,LATIN_LONG,Start Plan,Start Plan,Start Plan,10,
pages,pages.marketingIntel.auth.step1Account,LATIN_LONG,① Account Info,① Account Info,① Account Info,14,
pages,pages.marketingIntel.auth.step2Business,LATIN_LONG,② Business Info,② Business Info,② Business Info,15,
pages,pages.marketingIntel.auth.step3Channels,LATIN_LONG,③ Channels & Complete,③ Channels & Complete,③ Channels & Complete,21,
pages,pages.marketingIntel.auth.termsRequired,LATIN_LONG,Terms Required,Terms Required,Terms Required,14,
pages,pages.marketingIntel.auth.try,LATIN_LONG,🎯 Try Demo,🎯 Try Demo,🎯 Try Demo,11,
pages,pages.marketingIntel.auth.verifyKey,LATIN_LONG,Verify Key,Verify Key,Verify Key,10,
pages,pages.marketingIntel.auth.websiteLabel,LATIN_LONG,Website Label,Website Label,Website Label,13,
pages,pages.marketingIntel.auth.wrongAdminKey,LATIN_LONG,Wrong Admin Key,Wrong Admin Key,Wrong Admin Key,15,
pages,pages.marketingIntel.auth.zipCodeLabel,LATIN_LONG,Zip Code Label,Zip Code Label,Zip Code Label,14,
pages,pages.marketingIntel.autoOrderMode,LATIN_LONG,Auto Order Mode,Auto Order Mode,Auto Order Mode,15,
pages,pages.marketingIntel.autoRules,LATIN_LONG,⚙️ Automation Rules List,⚙️ Automation Rules List,⚙️ Automation Rules List,24,
pages,pages.marketingIntel.avgConfidence,LATIN_LONG,Avg Confidence,Avg Confidence,Avg Confidence,14,
pages,pages.marketingIntel.avgEngRate,LATIN_LONG,Avg Eng Rate,Avg Eng Rate,Avg Eng Rate,12,
