ns,path,ko_value,suggested_ko
crm,crm.aiHub.reviews.conditionLtvGt,Condition Ltv Gt,LTV 초과 조건
crm,crm.aiHub.reviews.consentDate,Consent Date,동의일
crm,crm.aiHub.reviews.consentNow,Consent Now,지금 동의
crm,crm.aiHub.reviews.consentRate,Consent Rate,동의율
crm,crm.aiHub.reviews.contentEngage,Content Engage,콘텐츠 참여
crm,crm.aiHub.reviews.contentImpressions,Content Impressions,콘텐츠 노출 수
crm,crm.aiHub.reviews.contentInterest,Content Interest,콘텐츠 관심도
crm,crm.aiHub.reviews.contentKpi,Content Kpi,콘텐츠 KPI
crm,crm.aiHub.reviews.conversions,Conversions,전환
crm,crm.aiHub.reviews.convRate,Conversion Rate,전환율
crm,crm.aiHub.reviews.cookiePolicy,Cookie Policy,쿠키 정책
crm,crm.aiHub.reviews.copied,Copied to clipboard,클립보드에 복사되었습니다
crm,crm.aiHub.reviews.coreKpis,Core KPIs,핵심 KPI
crm,crm.aiHub.reviews.corporateCard,Corporate Card,법인 카드
crm,crm.aiHub.reviews.cpa,Cost Per Acquisition (CPA),고객 획득 비용 (CPA)
crm,crm.aiHub.reviews.cpc,Cost Per Click (CPC),클릭당 비용 (CPC)
crm,crm.aiHub.reviews.crmChurn,Crm Churn,CRM 이탈
crm,crm.aiHub.reviews.crmJourney,Crm Journey,CRM 여정
crm,crm.aiHub.reviews.crmJourneyAction,Crm Journey Action,CRM 여정 액션
crm,crm.aiHub.reviews.crmVip,Crm Vip,CRM VIP
crm,crm.aiHub.reviews.ctr,Click-through Rate (CTR),클릭률 (CTR)
crm,crm.aiHub.reviews.currentConsentStatus,Current Consent Status,현재 동의 상태
crm,crm.aiHub.reviews.currentMonth,Current Month,이번 달
crm,crm.aiHub.reviews.date,Date (Period),날짜 (기간)
crm,crm.aiHub.reviews.days, days,일
crm,crm.aiHub.reviews.delayTime,Delay Time,지연 시간
crm,crm.aiHub.reviews.deleteNode,Delete Node,노드 삭제
crm,crm.aiHub.reviews.descBrandReach,Large-scale brand exposure through SNS platform ads,SNS 플랫폼 광고를 통한 대규모 브랜드 노출
crm,crm.aiHub.reviews.descCaptureIntent,Target users with high purchase intent via search algorithms,검색 알고리즘을 활용한 구매 의도 높은 사용자 타겟팅
crm,crm.aiHub.reviews.descConvRate,Conversion Rate vs Target,목표 대비 전환율
crm,crm.aiHub.reviews.descCpa,Desc Cpa,CPA 안내
crm,crm.aiHub.reviews.descCpc,Desc Cpc,CPC 안내
crm,crm.aiHub.reviews.descCtr,Desc Ctr,CTR 안내
crm,crm.aiHub.reviews.descCustRel,Secure customer loyalty through community activities,커뮤니티 활동을 통한 고객 충성도 확보
crm,crm.aiHub.reviews.descInfoTrust,Build expertise and trust through problem-solving content,문제 해결 콘텐츠를 통한 전문성과 신뢰 구축
crm,crm.aiHub.reviews.descRoas,Desc Roas,ROAS 안내
crm,crm.aiHub.reviews.detail,Detail View,상세 보기
crm,crm.aiHub.reviews.editSettings,Edit Settings,설정 편집
crm,crm.aiHub.reviews.emailFrom,Email From,발신자
crm,crm.aiHub.reviews.emailSendSim,Email Send Sim,이메일 발송 시뮬레이션
crm,crm.aiHub.reviews.emailSimulate,Email Simulate,이메일 시뮬레이션
crm,crm.aiHub.reviews.emailSubject,Email Subject,이메일 제목
crm,crm.aiHub.reviews.emailSubjectPh,Email Subject Ph,이메일 제목 입력
crm,crm.aiHub.reviews.emailTestSend,Email Test Send,이메일 테스트 발송
crm,crm.aiHub.reviews.engagement,Engagement Rate,참여율
crm,crm.aiHub.reviews.estConv,Est Conv,예상 전환 수
crm,crm.aiHub.reviews.estRoas,Estimated Blended ROAS,예상 Blended ROAS
crm,crm.aiHub.reviews.execLog,Auto Execution Log,자동 실행 로그
crm,crm.aiHub.reviews.expRoas,Exp Roas,예상 ROAS
crm,crm.aiHub.reviews.filterHigh,Filter High,높음
crm,crm.aiHub.reviews.filterLow,Filter Low,낮음
crm,crm.aiHub.reviews.filterMed,Filter Med,중간
crm,crm.aiHub.reviews.hintConvRate,Hint Conv Rate,전환율 도움말
crm,crm.aiHub.reviews.hintCpa,Hint Cpa,CPA 도움말
crm,crm.aiHub.reviews.hintCpc,Hint Cpc,CPC 도움말
crm,crm.aiHub.reviews.hintCtr,Hint Ctr,CTR 도움말
crm,crm.aiHub.reviews.hintRoas,Hint Roas,ROAS 도움말
crm,crm.aiHub.reviews.impressions,Total Impressions,총 노출
crm,crm.aiHub.reviews.improveRecs,Improvement Recommendations,개선 추천 사항
crm,crm.aiHub.reviews.inProgress,In Progress,진행 중
crm,crm.aiHub.reviews.inquiriesPurchases,Inquiries Purchases,문의·구매
crm,crm.aiHub.reviews.inquiriesPurchasesDesc,Inquiries Purchases Desc,문의·구매 안내
crm,crm.aiHub.reviews.interestConv,Interest Conv,관심·전환
crm,crm.aiHub.reviews.kakaoAlimtalk,Kakao Alimtalk,카카오 알림톡
crm,crm.aiHub.reviews.kakaoFriendtalk,Kakao Friendtalk,카카오 친구톡
crm,crm.aiHub.reviews.kakaoGuild,Kakao Guild,카카오 가이드
crm,crm.aiHub.reviews.kakaoMsgType,Kakao Msg Type,카카오 메시지 유형
crm,crm.aiHub.reviews.kakaoSendSim,Kakao Send Sim,카카오 발송 시뮬레이션
crm,crm.aiHub.reviews.kakaoTemplate,Kakao Template,카카오 템플릿
crm,crm.aiHub.reviews.kakaoTest,Kakao Test,카카오 테스트
crm,crm.aiHub.reviews.launchSub,Launch Sub,런칭 안내
crm,crm.aiHub.reviews.launchTitle,Launch Title,런칭 제목
crm,crm.aiHub.reviews.lblConvRate,Conversion Rate,전환율
crm,crm.aiHub.reviews.lblCpaFull,Lbl Cpa Full,고객 획득 비용(CPA)
crm,crm.aiHub.reviews.lblCpcFull,Lbl Cpc Full,클릭당 비용(CPC)
crm,crm.aiHub.reviews.lblCtrFull,Lbl Ctr Full,클릭률(CTR)
crm,crm.aiHub.reviews.lblRoasFull,Lbl Roas Full,광고 수익률(ROAS)
crm,crm.aiHub.reviews.lineMsgType,Line Msg Type,LINE 메시지 유형
crm,crm.aiHub.reviews.lineSendSim,Line Send Sim,LINE 발송 시뮬레이션
crm,crm.aiHub.reviews.lineSimulate,Line Simulate,LINE 시뮬레이션
crm,crm.aiHub.reviews.lineTemplate,Line Template,LINE 템플릿
crm,crm.aiHub.reviews.lineTestSend,Line Test Send,LINE 테스트 발송
crm,crm.aiHub.reviews.liveDB,Live D B,라이브 DB
crm,crm.aiHub.reviews.mainTitle,Main Title,메인 제목
crm,crm.aiHub.reviews.marketing,Marketing Performance,마케팅 성과
crm,crm.aiHub.reviews.mixSub,Mix Sub,믹스 안내
crm,crm.aiHub.reviews.mixTitle,AI Media Mix Recommendation,AI 미디어 믹스 추천
crm,crm.aiHub.reviews.mktBudgetAction,Mkt Budget Action,마케팅 예산 액션
crm,crm.aiHub.reviews.mktHighRoas,Mkt High Roas,고 ROAS 마케팅
crm,crm.aiHub.reviews.mktHighRoasSub,Mkt High Roas Sub,고 ROAS 마케팅 안내
crm,crm.aiHub.reviews.mktHubAction,Mkt Hub Action,마케팅 허브 액션
crm,crm.aiHub.reviews.mktLowRoas,Mkt Low Roas,저 ROAS 마케팅
crm,crm.aiHub.reviews.mktOptimizeNow,Mkt Optimize Now,지금 마케팅 최적화
crm,crm.aiHub.reviews.mktRulesActive,Mkt Rules Active,활성 마케팅 규칙
crm,crm.aiHub.reviews.monitorAi,AI Channel Performance Monitoring,AI 채널 성과 모니터링
crm,crm.aiHub.reviews.monthlyAi,Monthly Report,월간 리포트
crm,crm.aiHub.reviews.monthlyTrend,Monthly Trend,월간 트렌드
crm,crm.aiHub.reviews.naverCafe,Naver Cafe,네이버 카페
crm,crm.aiHub.reviews.newMembers,New Signups,신규 가입
crm,crm.aiHub.reviews.nextPurchase,Next Purchase,다음 구매
crm,crm.aiHub.reviews.noConsentInfo,No Consent Info,동의 정보 없음
crm,crm.aiHub.reviews.noData,No Data Available,데이터 없음
crm,crm.aiHub.reviews.nodeConfig,Node Config,노드 설정
crm,crm.aiHub.reviews.nodeName,Node Name,노드명
crm,crm.aiHub.reviews.noHistory,No execution history,실행 이력 없음
crm,crm.aiHub.reviews.notConsented,Not Consented,미동의
crm,crm.aiHub.reviews.orderId,Order ID,주문 ID
crm,crm.aiHub.reviews.ordersAiRun,Orders Ai Run,주문 AI 실행
crm,crm.aiHub.reviews.ordersAiSub,Orders Ai Sub,주문 AI 안내
crm,crm.aiHub.reviews.ordersCampaignAction,Orders Campaign Action,주문 캠페인 액션
crm,crm.aiHub.reviews.overallAchieve,Overall Achievement Status,전체 달성 현황
crm,crm.aiHub.reviews.pageViews,Page Views,페이지뷰
crm,crm.aiHub.reviews.panelSub,Panel Sub,패널 설명
crm,crm.aiHub.reviews.panelTitle,Panel Title,패널 제목
crm,crm.aiHub.reviews.payMethod,Pay Method,결제 수단
crm,crm.aiHub.reviews.period,Analysis Period,분석 기간
crm,crm.aiHub.reviews.platformStats,Platform Stats,플랫폼 통계
crm,crm.aiHub.reviews.pleaseSelectGoal,Please Select Goal,목표를 선택해주세요
crm,crm.aiHub.reviews.policyNote1,Policy Note1,정책 안내 1
crm,crm.aiHub.reviews.policyNote2,Policy Note2,정책 안내 2
crm,crm.aiHub.reviews.policyNote3,Policy Note3,정책 안내 3
crm,crm.aiHub.reviews.postViews,Post Views,게시물 조회 수
crm,crm.aiHub.reviews.privacyPolicy,Privacy Policy,개인정보 처리방침
crm,crm.aiHub.reviews.prob30,30-day Churn Probability,30일 이탈 확률
crm,crm.aiHub.reviews.purchase,✅ Purchase Complete,✅ 구매 완료
crm,crm.aiHub.reviews.qBudget,Q Budget,분기 예산
crm,crm.aiHub.reviews.recentTriggers,Recent Triggers,최근 트리거
crm,crm.aiHub.reviews.roleBrandReach,Brand Reach,브랜드 도달
crm,crm.aiHub.reviews.roleCaptureIntent,Capture Purchase Intent,구매 의도 포착
crm,crm.aiHub.reviews.roleCustRel,Strengthen Customer Relationships,고객 관계 강화
crm,crm.aiHub.reviews.roleInfoTrust,Info · Trust Building,정보·신뢰 구축
crm,crm.aiHub.reviews.savePref,Save Pref,환경설정 저장
crm,crm.aiHub.reviews.searchPlaceholder,Search product/SKU...,상품/SKU 검색...
crm,crm.aiHub.reviews.searchTraffic,Search Traffic,검색 트래픽
crm,crm.aiHub.reviews.segment_entered,📌 Segment Entry,📌 세그먼트 진입
crm,crm.aiHub.reviews.selectedGoals,Selected Goals,선택된 목표
crm,crm.aiHub.reviews.seoImpact,Seo Impact,SEO 영향도
crm,crm.aiHub.reviews.signup,🌱 New Signup,🌱 신규 가입
crm,crm.aiHub.reviews.siteTraffic,Site Traffic,사이트 트래픽
crm,crm.aiHub.reviews.snsKpiByChannel,Sns Kpi By Channel,채널별 SNS KPI
crm,crm.aiHub.reviews.snsKpiOverview,Sns Kpi Overview,SNS KPI 개요
crm,crm.aiHub.reviews.tabCommunity,Tab Community,커뮤니티
crm,crm.aiHub.reviews.tabContent,Tab Content,콘텐츠
crm,crm.aiHub.reviews.tabGoals,Tab Goals,목표
crm,crm.aiHub.reviews.tabMonitor,Tab Monitor,모니터링
crm,crm.aiHub.reviews.tabRoles,Tab Roles,역할 탭
crm,crm.aiHub.reviews.tabSetup,Tab Setup,설정
crm,crm.aiHub.reviews.tabSns,Tab Sns,SNS
crm,crm.aiHub.reviews.tabTargets,Tab Targets,타겟 탭
crm,crm.aiHub.reviews.targetSetup,KPI Target Setting by Channel,채널별 KPI 목표 설정
crm,crm.aiHub.reviews.targetVsActuals,Target Vs Actuals,목표 대비 실적
crm,crm.aiHub.reviews.team,View by Team,팀별 보기
crm,crm.aiHub.reviews.title,Email Marketing,이메일 마케팅
crm,crm.aiHub.reviews.totalAmt,Total Gross,총 금액
crm,crm.aiHub.reviews.totalVisitors,Total Visitors,총 방문자
crm,crm.aiHub.reviews.triggerType,Trigger Type,트리거 유형
crm,crm.aiHub.reviews.txt_ActualPaid_9,Txt_ Actual Paid_9,실제 지급액
crm,crm.aiHub.reviews.txt_AdCreative_13,Txt_ Ad Creative_13,광고 크리에이티브
crm,crm.aiHub.reviews.txt_Channelper_15,Txt_ Channelper_15,채널별
crm,crm.aiHub.reviews.txt_CreatorROI_11,Txt_ Creator R O I_11,크리에이터 ROI
crm,crm.aiHub.reviews.txt_Difference_10,Txt_ Difference_10,차액
crm,crm.aiHub.reviews.txt_Engagement_12,Txt_ Engagement_12,참여도
crm,crm.aiHub.reviews.txt_Percontrac_8,Txt_ Percontrac_8,계약당
crm,crm.aiHub.reviews.txt_ProductPag_14,Txt_ Product Pag_14,상품 페이지
crm,crm.aiHub.reviews.txt_WhitelistA_4,Txt_ Whitelist A_4,화이트리스트 A
crm,crm.aiHub.reviews.u_107,Total Channels,전체 채널
crm,crm.aiHub.reviews.u_114,Sum Total,합계
crm,crm.aiHub.reviews.u_81,Action Recommendations,액션 추천
crm,crm.aiHub.reviews.u_84,Engagement Rate,참여율
crm,crm.aiHub.reviews.u_86,UGC Revenue,UGC 매출
crm,crm.aiHub.reviews.u_91,Conversion Rate,전환율
crm,crm.aiHub.reviews.unitCount, orders,주문
crm,crm.aiHub.reviews.unitItems, orders,주문
crm,crm.aiHub.reviews.videoViews,Video Views,동영상 조회 수
crm,crm.aiHub.reviews.webTraffic,Web Traffic,웹 트래픽
crm,crm.aiHub.reviews.webTrafficDesc,Web Traffic Desc,웹 트래픽 안내
crm,crm.aiHub.reviews.weeklyAdTrend,Weekly Ad Efficiency Trend,주간 광고 효율 트렌드
crm,crm.aiHub.reviews.weeklyAi,Weekly Report,주간 리포트
crm,crm.aiHub.reviews.whichCategory,Which Category,카테고리 선택
crm,crm.aiHub.settlementMargin,Settlement Margin,정산 마진
crm,crm.aiHub.tabCreative,AI Creative,AI 크리에이티브
crm,crm.aiHub.timesUnit,Times Unit,회
crm,crm.aiHub.totalExecBudget,Total Exec Budget,총 실행 예산
crm,crm.aiHub.unitPrice,Unit Price,단가
crm,crm.aiHub.viewCampaigns,View Campaigns,캠페인 보기
crm,crm.aiHub.vipInsight,Vip Insight,VIP 인사이트
crm,crm.aiHub.vipReason,Vip Reason,VIP 사유
crm,crm.aiHub.wastedBudget,Wasted Budget,낭비 예산
crm,crm.aiHub.webPopup.linkUrlPh,https://example.com/landing-page,https://example.com/landing-page
crm,crm.email.campaignMgr.colName,Campaign name,캠페인명
crm,crm.email.catalogSync.addProduct,Add Product,상품 추가
crm,crm.email.catalogSync.allChannel,Total Channels,전체 채널
crm,crm.email.catalogSync.allStatus,All Status,전체 상태
crm,crm.email.catalogSync.autoSync,Auto Sync,자동 동기화
crm,crm.email.catalogSync.autoSyncDesc,Auto Sync Desc,자동으로 최신 데이터를 동기화합니다
crm,crm.email.catalogSync.colMargin,Col Margin,마진
crm,crm.email.catalogSync.colProductName,Product name,상품명
crm,crm.email.catalogSync.colSalePrice,Sale Price,판매가
crm,crm.email.catalogSync.costBreakdown,Cost Breakdown,비용 상세 내역
crm,crm.email.catalogSync.deselectAll,Deselect All,전체 선택 해제
crm,crm.email.catalogSync.discountRate,Discount Rate,할인율
crm,crm.email.catalogSync.exchangeRate,Exchange Rate,환율
crm,crm.email.catalogSync.marginRate,Margin Rate (based on sale price),마진율 (판매가 기준)
crm,crm.email.catalogSync.noData,No Data Available,데이터 없음
crm,crm.email.catalogSync.noHistory,No execution history,실행 이력 없음
crm,crm.email.catalogSync.processing,Processing...,처리 중...
crm,crm.email.catalogSync.productCostAuto,Product Cost Auto,상품 원가 자동 계산
crm,crm.email.catalogSync.productCount,Product Count,상품 수
crm,crm.email.catalogSync.registering,Registering...,등록 중...
crm,crm.email.catalogSync.searchPlaceholder,Search product/SKU...,상품/SKU 검색...
crm,crm.email.catalogSync.specLabel,Spec Label,사양
crm,crm.email.catalogSync.syncNow,Sync Now,지금 동기화
crm,crm.email.catalogSync.uploadImage,Upload Image,이미지 업로드
crm,crm.email.ds.ruleROAS3,ROAS < 3.0x,ROAS < 3.0x
crm,crm.email.dt.tiktokStep1,TikTok Ads Manager → Assets → Events → Web Events,TikTok Ads Manager → Assets → Events → Web Events
CSV,CSV, C S V,CSV
dash,dash.operations.marketing.sc_tiktok_shop,TikTok Shop,TikTok Shop
daysLeft,daysLeft,Days Left,남은 일수
dbAdmin,dbAdmin.queryPlaceholder,SELECT * FROM ...,SELECT * FROM ...
ds,ds.ruleROAS3,ROAS < 3.0x,ROAS < 3.0x
dt,dt.tiktokStep1,TikTok Ads Manager → Assets → Events → Web Events,TikTok Ads Manager → Assets → Events → Web Events
fixedPerf,fixedPerf,Fixed Perf,고정+성과형
gAttr,gAttr.subtitle,Exact Shapley (2^n) · Bayesian MMM · Markov Chain · Incremental Uplift (Double ML) · Thompson Sampling A/B,정밀 Shapley (2^n) · 베이지안 MMM · 마르코프 체인 · 인크리멘털 업리프트 (Double ML) · 톰슨 샘플링 A/B
gAttr,gAttr.tabLtvLabel,💰 LTV vs CAC,💰 LTV vs CAC
gAttr,gAttr.tabMarkovLabel,🔗 Markov+Uplift,🔗 마르코프+업리프트
gAttr,gAttr.tabMmmDesc,Ridge+Adstock+Hill,Ridge+Adstock+Hill
gAttr,gAttr.tabShapleyLabel,🎯 Exact Shapley,🎯 정밀 Shapley
graph,graph.mockData,🟡 MOCK Data,🟡 MOCK 데이터
graph,graph.mockResult,🟡 MOCK Results,🟡 MOCK 결과
graph,graph.noEdge,No Edge — Register Node/Edge in Tab above,연결된 엣지가 없습니다. 상단 탭에서 노드/엣지를 등록해주세요.
help,help.tabFaq,❓ Q&A,❓ Q&A
journey,journey.nodeTypes.instagram,Instagram DM,Instagram DM
journey,journey.webhookUrl,Webhook URL,Webhook URL
journeyBuilder,journeyBuilder.nodeTypes.line,💚 LINE,💚 LINE
journeyBuilder,journeyBuilder.nodeTypes.sms,📱 SMS,📱 SMS
marketing,marketing.g.sidebarAlertCount,13 Alerts,알림 13건
marketing,marketing.g.sidebarLogout,Exit  & Logout,종료 & 로그아웃
marketing,marketing.g.upgradalBtn,View Upgrade Plans,업그레이드 플랜 보기
marketing,marketing.g.upgradalTitle,Pro Plan Exclusive,Pro 플랜 전용
marketing,marketing.gNav.adAnalytics,Ad Analytics,광고 분석
marketing,marketing.gNav.adPerformance,Ad Performance,광고 성과
marketing,marketing.gNav.aiInsights,AI Insights,AI 인사이트
marketing,marketing.gNav.aiMarketing,AI Marketing,AI 마케팅
marketing,marketing.gNav.aiMarketingHub,AI Comms,AI 커뮤니케이션
marketing,marketing.gNav.aiPolicy,AI Policy,AI 정책
marketing,marketing.gNav.aiRecommend,AI Recommend,AI 추천
marketing,marketing.gNav.aiRuleEngine,AI Rule Engine,AI 룰 엔진
marketing,marketing.gNav.alertAutomation,Alert Automation,알림 자동화
marketing,marketing.gNav.alertPolicies,Alert Policies,알림 정책
marketing,marketing.gNav.analytics,Insights & Reports,인사이트 & 리포트
marketing,marketing.gNav.apiKeys,API Keys,API 키
marketing,marketing.gNav.app_pricing,Plans & Pricing,플랜 & 요금
marketing,marketing.gNav.attribution,Attribution,어트리뷰션
marketing,marketing.gNav.auditLog,Audit Logs,감사 로그
marketing,marketing.gNav.autoMarketing,Auto Strategy,자동 전략
marketing,marketing.gNav.automation,Automation Systems,자동화 시스템
marketing,marketing.gNav.budgetTracker,Budget Tracker,예산 트래커
marketing,marketing.gNav.campaignManager,Campaign Manager,캠페인 매니저
marketing,marketing.gNav.caseStudy,Case Study,성공 사례
marketing,marketing.gNav.catalog,Catalog Sync,카탈로그 동기화
marketing,marketing.gNav.channelKpi,Channel KPI,채널 KPI
marketing,marketing.gNav.commerce,Commerce & Logistics,커머스 & 물류
marketing,marketing.gNav.crm,CRM & Channels,CRM & 채널
marketing,marketing.gNav.crmMain,CRM Dashboard,CRM 대시보드
marketing,marketing.gNav.dashboard,Unified Dashboard,통합 대시보드
marketing,marketing.gNav.data,Data & Integration,데이터 & 연동
marketing,marketing.gNav.dataProduct,Data Products,데이터 프로덕트
marketing,marketing.gNav.dataSchema,Data Schema,데이터 스키마
marketing,marketing.gNav.dataTrust,Data Trust Center,데이터 신뢰 센터
marketing,marketing.gNav.developerHub,Developer Hub,개발자 허브
marketing,marketing.gNav.emailMarketing,Email Marketing,이메일 마케팅
marketing,marketing.gNav.finance,Finance & Settlement,재무 & 정산
marketing,marketing.gNav.graphScore,Graph Score,Graph Score
marketing,marketing.gNav.help,Help Center,도움말 센터
marketing,marketing.gNav.influencer,Influencer Mgmt,인플루언서 관리
marketing,marketing.gNav.integrationHub,Integration Hub,연동 허브
marketing,marketing.gNav.journeyBuilder,Journey Builder,여정 빌더
marketing,marketing.gNav.kakaoChannel,Kakao Business,카카오 비즈니스
marketing,marketing.gNav.mappingRegistry,Mapping Registry,매핑 레지스트리
marketing,marketing.gNav.memberTools,System Admin,시스템 관리
marketing,marketing.gNav.omniChannel,Omni Channel,옴니채널
marketing,marketing.gNav.onboarding,Onboarding Map,온보딩 맵
marketing,marketing.gNav.operations,Operations Manual,운영 매뉴얼
marketing,marketing.gNav.orderHub,Order Hub,주문 허브
marketing,marketing.gNav.performanceHub,Performance Hub,성과 허브
marketing,marketing.gNav.pixelTracking,Pixel Tracking,픽셀 트래킹
marketing,marketing.gNav.pnl,P&L Analytics,P&L 분석
marketing,marketing.gNav.priceOpt,Price Optimization,가격 최적화
marketing,marketing.gNav.pricing,Plans & Pricing,플랜 & 요금
marketing,marketing.gNav.reconciliation,Reconciliation,정산 대조
marketing,marketing.gNav.reportBuilder,Report Builder,리포트 빌더
marketing,marketing.gNav.returnsPortal,Returns Portal,반품 포털
marketing,marketing.gNav.reviewsUgc,Reviews & UGC,리뷰 & UGC
marketing,marketing.gNav.rollup,Rollup View,롤업 뷰
marketing,marketing.gNav.settlements,Settlements,정산
marketing,marketing.gNav.supplyChain,Supply Chain,공급망
marketing,marketing.gNav.webPopup,Web Popup,웹 팝업
marketing,marketing.gNav.wms,WMS Inventory,WMS 재고
marketing,marketing.gNav.workspace,Workspace Setting,워크스페이스 설정
marketing,marketing.gNav.writeback,Data Writeback,데이터 Writeback
