ko_value,suggested_ko,count,path_sample,source
Trend AI Forecast Model,트렌드 AI 예측 모델,1,pages.pricingDetail.ent_s3i3,batch_06
Channel Attribution All Models,채널 어트리뷰션 전체 모델,1,pages.pricingDetail.ent_s3i4,batch_06
Conversion Path Analysis,전환 경로 분석,1,pages.pricingDetail.ent_s3i5,batch_06
Data Product Governance (New),데이터 프로덕트 거버넌스 (신규),1,pages.pricingDetail.ent_s4,batch_06
Data Product Schema·Quality Metrics,데이터 프로덕트 스키마·품질 지표,1,pages.pricingDetail.ent_s4i1,batch_06
SLA Management·Owner Assignment,SLA 관리·담당자 지정,1,pages.pricingDetail.ent_s4i2,batch_06
API-based Data Streaming Export,API 기반 데이터 스트리밍 내보내기,1,pages.pricingDetail.ent_s4i3,batch_06
Event Normalization Full Mgmt,이벤트 정규화 통합 관리,1,pages.pricingDetail.ent_s4i4,batch_06
OAuth Partner Management,OAuth 파트너 관리,1,pages.pricingDetail.ent_s4i5,batch_06
Advanced Data Mapping,고급 데이터 매핑,1,pages.pricingDetail.ent_s4i6,batch_06
SmartConnect Partner API (New),SmartConnect 파트너 API (신규),1,pages.pricingDetail.ent_s5,batch_06
Partner-level Bidirectional Real-time Integration,파트너 단위 양방향 실시간 연동,1,pages.pricingDetail.ent_s5i1,batch_06
Full Real-time Sync Logs,전체 실시간 동기화 로그,1,pages.pricingDetail.ent_s5i2,batch_06
ERP·SCM·WMS Full Integration,ERP·SCM·WMS 통합 연동,1,pages.pricingDetail.ent_s5i3,batch_06
Custom Webhook Advanced Setup,커스텀 Webhook 고급 설정,1,pages.pricingDetail.ent_s5i4,batch_06
Advanced Marketing (New),고급 마케팅 (신규),1,pages.pricingDetail.ent_s6,batch_06
Full Influencer DB·Campaign Execution·Settlement,인플루언서 DB·캠페인 운영·정산 통합 지원,1,pages.pricingDetail.ent_s6i1,batch_06
Kakao Bizboard (Large-scale Ads),카카오 비즈보드 (대규모 광고),1,pages.pricingDetail.ent_s6i2,batch_06
WhatsApp Advanced Setup (Channel API),WhatsApp 고급 설정 (Channel API),1,pages.pricingDetail.ent_s6i3,batch_06
LINE Channel Advanced Setup,LINE 채널 고급 설정,1,pages.pricingDetail.ent_s6i4,batch_06
AI Segment Advanced (Custom Criteria),AI 세그먼트 고급 설정 (커스텀 기준),1,pages.pricingDetail.ent_s6i5,batch_06
Competitor Review Comparison Analysis,경쟁사 리뷰 비교 분석,1,pages.pricingDetail.ent_s6i6,batch_06
Operations & Governance All (New),운영·거버넌스 통합 관리 (신규),1,pages.pricingDetail.ent_s7,batch_06
Ops Hub Alert Send (Admin Notice),운영 허브 알림 발송 (관리자 공지),1,pages.pricingDetail.ent_s7i1,batch_06
3PL Delete·Contract Management,3PL 삭제·계약 관리,1,pages.pricingDetail.ent_s7i2,batch_06
Full Audit Log·CSV Export,전체 감사 로그·CSV 내보내기,1,pages.pricingDetail.ent_s7i3,batch_06
System Monitor Alert Setup,시스템 모니터 알림 설정,1,pages.pricingDetail.ent_s7i4,batch_07
Auto Report Generate·Scheduled Send,자동 리포트 생성·예약 발송,1,pages.pricingDetail.ent_s7i5,batch_07
Dashboard External Share·Embed,대시보드 외부 공유·임베드,1,pages.pricingDetail.ent_s7i6,batch_07
Pro All Included + Unlimited,Pro 전체 기능 포함 + 무제한,1,pages.pricingDetail.ent_s8,batch_07
All Pro Plan Features Included,Pro 플랜 전체 기능 포함,1,pages.pricingDetail.ent_s8i1,batch_07
Unlimited Accounts·Users·Team Members,계정·사용자·팀원 무제한,1,pages.pricingDetail.ent_s8i2,batch_07
Priority Support SLA,우선 지원 SLA,1,pages.pricingDetail.ent_s8i3,batch_07
Dedicated Onboarding Consulting·Annual Training,전담 온보딩 컨설팅·연간 교육,1,pages.pricingDetail.ent_s8i4,batch_07
Custom & Dedicated Services,맞춤형·전담 서비스,1,pages.pricingDetail.ent_s9,batch_07
Custom Dashboard Configuration,맞춤 대시보드 구성,1,pages.pricingDetail.ent_s9i1,batch_07
Dedicated Manager Assignment,전담 매니저 배정,1,pages.pricingDetail.ent_s9i2,batch_07
Annual Contract-based Custom Discount,연간 계약 기반 맞춤 할인,1,pages.pricingDetail.ent_s9i3,batch_07
Custom Training·Workshop,맞춤 교육·워크숍,1,pages.pricingDetail.ent_s9i4,batch_07
Ent_tagline,엔터프라이즈 플랜 태그라인,1,pages.pricingDetail.ent_tagline,batch_07
Experience the full Geniego-ROI platform instantly upon signup.,가입 즉시 Geniego-ROI 플랫폼 전체 기능을 체험해보세요.,1,pages.pricingDetail.free_desc,batch_07
Experience Plan,체험 플랜,1,pages.pricingDetail.free_headline,batch_07
No real-time data,실시간 데이터 미지원,1,pages.pricingDetail.free_l1,batch_07
No live channel integration,실시간 채널 연동 미지원,1,pages.pricingDetail.free_l2,batch_07
No save or download,저장·다운로드 미지원,1,pages.pricingDetail.free_l3,batch_07
KPI Widgets (),KPI 위젯,1,pages.pricingDetail.free_s1i1,batch_07
Quick Links,빠른 링크,1,pages.pricingDetail.free_s1i2,batch_07
Onboarding Guide,온보딩 가이드,1,pages.pricingDetail.free_s1i3,batch_07
My Team & Help,내 팀 & 도움말,1,pages.pricingDetail.free_s2,batch_07
Video Tutorials,동영상 튜토리얼,1,pages.pricingDetail.free_s2i2,batch_07
Release Notes,릴리스 노트,1,pages.pricingDetail.free_s2i3,batch_07
Subscription & Billing,구독 & 결제,1,pages.pricingDetail.free_s3,batch_07
View Current Plan,현재 플랜 보기,1,pages.pricingDetail.free_s3i1,batch_07
Upgrade Plan,플랜 업그레이드,1,pages.pricingDetail.free_s3i2,batch_07
Free_tagline,무료 플랜 태그라인,1,pages.pricingDetail.free_tagline,batch_07
Grow your revenue with domestic commerce channels and basic CRM automation.,국내 커머스 채널과 기본 CRM 자동화로 매출 성장을 시작해보세요.,1,pages.pricingDetail.growth_desc,batch_07
Growth_headline,그로스 플랜,1,pages.pricingDetail.growth_headline,batch_07
AI Forecast (Churn·LTV) — Pro+,AI 예측(이탈·LTV) — Pro+,1,pages.pricingDetail.growth_l1,batch_07
Customer Journey Builder — Pro+,고객 여정 빌더 — Pro+,1,pages.pricingDetail.growth_l2,batch_07
Global Channels (WhatsApp·LINE·DM) — Pro+,글로벌 채널(WhatsApp·LINE·DM) — Pro+,1,pages.pricingDetail.growth_l3,batch_07
AI Rule Engine — Pro+,AI 룰 엔진 — Pro+,1,pages.pricingDetail.growth_l4,batch_07
1st-Party Pixel·API Keys — Pro+,퍼스트파티 픽셀·API 키 — Pro+,1,pages.pricingDetail.growth_l5,batch_07
SmartConnect ERP Integration — Pro+,SmartConnect ERP 연동 — Pro+,1,pages.pricingDetail.growth_l6,batch_07
AI Marketing Automation (Core),AI 마케팅 자동화(Core),1,pages.pricingDetail.growth_s1,batch_07
AI Ad Creative Generation,AI 광고 크리에이티브 생성,1,pages.pricingDetail.growth_s1i1,batch_07
Campaign Setup·Manage·List·Report,캠페인 설정·관리·목록·리포트,1,pages.pricingDetail.growth_s1i2,batch_07
Alert Policy List & Logs,알림 정책 목록·로그,1,pages.pricingDetail.growth_s1i5,batch_07
Ad & Channel Analytics (Domestic),광고·채널 분석(국내),1,pages.pricingDetail.growth_s2,batch_07
Ad Summary·Channel·Product Analysis,광고 요약·채널·상품 분석,1,pages.pricingDetail.growth_s2i1,batch_07
ROAS Analysis,ROAS 분석,1,pages.pricingDetail.growth_s2i2,batch_07
Channel KPI (Impressions·CTR·CVR·CPA/CPC),채널 KPI(노출·CTR·CVR·CPA/CPC),1,pages.pricingDetail.growth_s2i4,batch_07
ROAS Calculator,ROAS 계산기,1,pages.pricingDetail.growth_s2i5,batch_07
Customer CRM (Basic),고객 CRM(기본),1,pages.pricingDetail.growth_s3,batch_07
Customer DB·360° View·Tag Management,고객 DB·360° 뷰·태그 관리,1,pages.pricingDetail.growth_s3i1,batch_07
RFM Analysis·Segment Builder·Message Send,RFM 분석·세그먼트 빌더·메시지 발송,1,pages.pricingDetail.growth_s3i2,batch_07
Email Campaign (Send·A/B·Performance·Schedule),이메일 캠페인(발송·A/B 테스트·성과·예약),1,pages.pricingDetail.growth_s3i3,batch_07
Kakao Notification·FriendTalk·Stats,카카오 알림톡·친구톡·통계,1,pages.pricingDetail.growth_s3i4,batch_07
SMS/LMS Campaign·Text Templates,SMS/LMS 캠페인·문자 템플릿,1,pages.pricingDetail.growth_s3i5,batch_07
Exit Popup·Web Popup (Basic),이탈 팝업·웹 팝업(기본),1,pages.pricingDetail.growth_s3i6,batch_07
Commerce & Logistics (Domestic),커머스·물류(국내),1,pages.pricingDetail.growth_s4,batch_07
Coupang·Naver·Cafe24 Channel Integration,쿠팡·네이버·Cafe24 채널 연동,1,pages.pricingDetail.growth_s4i1,batch_07
Order Hub (All Orders·Claims·Returns·Shipping),주문 허브(주문·클레임·반품·배송 통합 관리),1,pages.pricingDetail.growth_s4i2,batch_07
Bulk Product Register·Catalog Sync·Price Rules,대량 상품 등록·카탈로그 동기화·가격 규칙,1,pages.pricingDetail.growth_s4i3,batch_07
Basic WMS (Stock·Alerts·Inbound·Outbound),기본 WMS(재고·알림·입고·출고),1,pages.pricingDetail.growth_s4i4,batch_07
Monthly Settlement·Shipping·Excel Export,월별 정산·배송·Excel 내보내기,1,pages.pricingDetail.growth_s4i5,batch_07
3PL Carrier List View,3PL 운송사 목록 조회,1,pages.pricingDetail.growth_s4i6,batch_07
Analytics & Performance,분석·성과,1,pages.pricingDetail.growth_s5,batch_07
Performance Summary·Channel·Product·Campaign,성과 요약·채널·상품·캠페인,1,pages.pricingDetail.growth_s5i1,batch_07
P&L Overview,P&L 개요,1,pages.pricingDetail.growth_s5i2,batch_07
AI Insight Feed,AI 인사이트 피드,1,pages.pricingDetail.growth_s5i3,batch_07
Custom Report·Excel Export,맞춤 리포트·Excel 내보내기,1,pages.pricingDetail.growth_s5i4,batch_07
Settlement & Finance,정산·재무,1,pages.pricingDetail.growth_s6,batch_07
Settlement History·Channel·Excel,정산 이력·채널·Excel,1,pages.pricingDetail.growth_s6i1,batch_07
Payment List·Excel,결제 목록·Excel,1,pages.pricingDetail.growth_s6i2,batch_07
Plan View·Billing History·Invoice,플랜 조회·결제 이력·인보이스,1,pages.pricingDetail.growth_s6i3,batch_07
License Activation·Status,라이선스 활성화·상태,1,pages.pricingDetail.growth_s6i4,batch_07
Channel & Data Integration (Domestic),채널·데이터 연동(국내),1,pages.pricingDetail.growth_s7,batch_07
Meta·Google·TikTok·Naver·Kakao Ad Integration,Meta·Google·TikTok·네이버·카카오 광고 연동,1,pages.pricingDetail.growth_s7i1,batch_07
Coupang Connector,쿠팡 커넥터,1,pages.pricingDetail.growth_s7i2,batch_07
Currency Selection (KRW/USD/JPY/EUR Global),통화 선택(KRW/USD/JPY/EUR 글로벌),1,pages.pricingDetail.growth_s7i3,batch_07
Team Management,팀 관리,1,pages.pricingDetail.growth_s8,batch_07
Team Member List·Invite,팀원 목록·초대,1,pages.pricingDetail.growth_s8i1,batch_07
My Activity History,내 활동 이력,1,pages.pricingDetail.growth_s8i2,batch_07
Support Ticket,지원 티켓,1,pages.pricingDetail.growth_s8i3,batch_07
Growth_tagline,그로스 플랜 태그라인,1,pages.pricingDetail.growth_tagline,batch_07
Growth All + AI Forecast·Journey Builder·Global Channels·Rule Engine·SmartConnect·1st-Party Pixel·Advanced BI.,그로스 전체 기능 + AI 예측·여정 빌더·글로벌 채널·룰 엔진·SmartConnect·퍼스트파티 픽셀·고급 BI 제공,1,pages.pricingDetail.pro_desc,batch_07
Pro_headline,프로 플랜,1,pages.pricingDetail.pro_headline,batch_07
Writeback Instant Rollback — Enterprise,Writeback 즉시 롤백 — 엔터프라이즈,1,pages.pricingDetail.pro_l1,batch_07
Amazon Policy·Review Mgmt — Enterprise,Amazon 정책·리뷰 관리 — 엔터프라이즈,1,pages.pricingDetail.pro_l2,batch_07
Market Share·Trend AI — Enterprise,시장 점유율·트렌드 AI — 엔터프라이즈,1,pages.pricingDetail.pro_l3,batch_07
Data Product SLA·Governance — Enterprise,데이터 프로덕트 SLA·거버넌스 — 엔터프라이즈,1,pages.pricingDetail.pro_l4,batch_07
SmartConnect Partner API Bidirectional — Enterprise,SmartConnect 파트너 API 양방향 연동 — 엔터프라이즈,1,pages.pricingDetail.pro_l5,batch_07
Influencer DB·Campaign Execution — Enterprise,인플루언서 DB·캠페인 운영 — 엔터프라이즈,1,pages.pricingDetail.pro_l6,batch_07
Audit Log Full Export — Enterprise,감사 로그 전체 내보내기 — 엔터프라이즈,1,pages.pricingDetail.pro_l7,batch_07
Auto Report·Scheduled Send — Enterprise,자동 리포트·예약 발송 — 엔터프라이즈,1,pages.pricingDetail.pro_l8,batch_07
API Data Streaming Export — Enterprise,API 데이터 스트리밍 내보내기 — 엔터프라이즈,1,pages.pricingDetail.pro_l9,batch_07
AI Forecast Engine (New),AI 예측 엔진(신규),1,pages.pricingDetail.pro_s1,batch_07
Real-time FX + Team Mgmt,실시간 환율·팀 관리,1,pages.pricingDetail.pro_s10,batch_07
Real-time Exchange Rate (Global Currency),실시간 환율(글로벌 통화),1,pages.pricingDetail.pro_s10i1,batch_07
Team Activity Audit,팀 활동 감사,1,pages.pricingDetail.pro_s10i2,batch_07
System Status·API Monitoring,시스템 상태·API 모니터링,1,pages.pricingDetail.pro_s10i3,batch_07
Batch Job Run·Reprocess,배치 작업 실행·재처리,1,pages.pricingDetail.pro_s10i4,batch_07
Churn·LTV·Purchase Probability Forecast,이탈·LTV·구매 확률 예측,1,pages.pricingDetail.pro_s1i1,batch_07
Graph Scoring,그래프 스코어링,1,pages.pricingDetail.pro_s1i2,batch_07
Next Best Action Recommendation,다음 최적 액션 추천,1,pages.pricingDetail.pro_s1i3,batch_07
Product Recommendation AI,상품 추천 AI,1,pages.pricingDetail.pro_s1i4,batch_07
AI Ad Insights,AI 광고 인사이트,1,pages.pricingDetail.pro_s1i5,batch_07
AI Segment (VIP·Churn Risk·Potential VIP Auto-classify),AI 세그먼트(VIP·이탈 위험·잠재 VIP 자동 분류),1,pages.pricingDetail.pro_s1i6,batch_07
Customer Journey Builder (New),고객 여정 빌더(신규),1,pages.pricingDetail.pro_s2,batch_07
Journey Canvas (Drag&Drop),여정 캔버스(드래그 앤 드롭),1,pages.pricingDetail.pro_s2i1,batch_07
Trigger Setup·Action Node Management,트리거 설정·액션 노드 관리,1,pages.pricingDetail.pro_s2i2,batch_07
Journey Performance Stats Analysis,여정 성과 통계 분석,1,pages.pricingDetail.pro_s2i3,batch_07
A/B Test (Email·Popup),A/B 테스트(이메일·팝업),1,pages.pricingDetail.pro_s2i4,batch_07
Global Channel All (New),글로벌 채널 통합(신규),1,pages.pricingDetail.pro_s3,batch_07
Shopify·Amazon·LINE Ads Integration,Shopify·Amazon·LINE Ads 연동,1,pages.pricingDetail.pro_s3i1,batch_07
WhatsApp Broadcast·Automation,WhatsApp 브로드캐스트·자동화,1,pages.pricingDetail.pro_s3i2,batch_07
Instagram DM·Facebook DM·DM Campaign,Instagram DM·Facebook DM·DM 캠페인,1,pages.pricingDetail.pro_s3i3,batch_07
LINE Message Campaign·Statistics,LINE 메시지 캠페인·통계,1,pages.pricingDetail.pro_s3i4,batch_07
Popup A/B Test·Trigger Setup,팝업 A/B 테스트·트리거 설정,1,pages.pricingDetail.pro_s3i5,batch_07
Advanced WMS + Commerce Expansion,고급 WMS·커머스 확장,1,pages.pricingDetail.pro_s4,batch_07
Stock Adjustment·Location Mgmt·Barcode Integration,재고 조정·위치 관리·바코드 연동,1,pages.pricingDetail.pro_s4i1,batch_07
Monthly Settlement Integration·Tax Invoice·Payment Approval,월별 정산 연동·세금계산서·결제 승인,1,pages.pricingDetail.pro_s4i2,batch_07
3PL Add·Edit,3PL 추가·수정,1,pages.pricingDetail.pro_s4i3,batch_07
Collection Log Basic View,수집 로그 기본 보기,1,pages.pricingDetail.pro_s4i4,batch_07
AI Rule Engine & Automation (New),AI 룰 엔진·자동화(신규),1,pages.pricingDetail.pro_s5,batch_07
AI Policy Setup·Rule List·Test,AI 정책 설정·룰 목록·테스트,1,pages.pricingDetail.pro_s5i1,batch_07
Alert Evaluation Model,알림 평가 모델,1,pages.pricingDetail.pro_s5i2,batch_07
Action Preset Management,액션 프리셋 관리,1,pages.pricingDetail.pro_s5i3,batch_07
Approval Decision Automation,승인 결정 자동화,1,pages.pricingDetail.pro_s5i5,batch_07
Review & UGC Analytics (New),리뷰·UGC 분석(신규),1,pages.pricingDetail.pro_s6,batch_07
Channel Review Collection·Sentiment Analysis,채널 리뷰 수집·감성 분석,1,pages.pricingDetail.pro_s6i1,batch_07
AI Auto-Reply Draft Generation,AI 자동 답변 초안 생성,1,pages.pricingDetail.pro_s6i2,batch_07
UGC (Instagram·YouTube) Performance Analysis,UGC(Instagram·YouTube) 성과 분석,1,pages.pricingDetail.pro_s6i3,batch_07
SmartConnect Hub (New),SmartConnect 허브(신규),1,pages.pricingDetail.pro_s7,batch_07
ERP·SCM·3PL Basic Integration Setup,ERP·SCM·3PL 기본 연동 설정,1,pages.pricingDetail.pro_s7i1,batch_07
REST API / Webhook / SFTP Integration,REST API·Webhook·SFTP 연동,1,pages.pricingDetail.pro_s7i2,batch_07
Field Mapping Setup,필드 매핑 설정,1,pages.pricingDetail.pro_s7i3,batch_07
Basic Sync Log View,기본 동기화 로그 보기,1,pages.pricingDetail.pro_s7i4,batch_07
1st-Party Pixel + Data,퍼스트파티 픽셀·데이터,1,pages.pricingDetail.pro_s8,batch_07
Pixel Code Install·Verification,픽셀 코드 설치·검증,1,pages.pricingDetail.pro_s8i1,batch_07
Real-time Event Stream View,실시간 이벤트 스트림 보기,1,pages.pricingDetail.pro_s8i2,batch_07
Attribution Analysis (Touch Model·ROAS),어트리뷰션 분석(터치 모델·ROAS),1,pages.pricingDetail.pro_s8i3,batch_07
Event Collection·Data Schema·Mapping,이벤트 수집·데이터 스키마·매핑,1,pages.pricingDetail.pro_s8i4,batch_07
API Key·Webhook·OAuth Integration,API 키·Webhook·OAuth 연동,1,pages.pricingDetail.pro_s8i5,batch_07
Advanced Analytics & BI,고급 분석·BI,1,pages.pricingDetail.pro_s9,batch_08
P&L by Channel·Product·Trend,채널·상품·트렌드별 P&L,1,pages.pricingDetail.pro_s9i2,batch_08
Anomaly Detection·Competitor AI Analysis,이상 징후 감지·경쟁사 AI 분석,1,pages.pricingDetail.pro_s9i3,batch_08
Influencer Performance View,인플루언서 성과 보기,1,pages.pricingDetail.pro_s9i4,batch_08
Pro_tagline,프로 플랜 태그라인,1,pages.pricingDetail.pro_tagline,batch_08
Ad spend deduction,광고비 차감,1,pages.reconciliation.adFeeCharged,batch_08
Ad Fee Rate,광고 수수료율,1,pages.reconciliation.adFeeRate,batch_08
Click a report for details,상세 내용은 리포트를 클릭해주세요,1,pages.reconciliation.clickReport,batch_08
Effective from:,적용 시작일:,1,pages.reconciliation.effectiveFrom,batch_08
Fee Rules Title,수수료 규칙,1,pages.reconciliation.feeRulesTitle,batch_08
Mismatch Tickets,불일치 티켓,1,pages.reconciliation.mismatchTickets,batch_08
Net Difference,순차액,1,pages.reconciliation.netDiffLabel,batch_08
P&L auto-updates on settlement changes,정산 변경 시 P&L이 자동 업데이트됩니다.,1,pages.reconciliation.pnlAutoUpdate,batch_08
🔴 Real-time P&L Operating Profit,🔴 실시간 P&L 영업이익,1,pages.reconciliation.realtimePnl,batch_08
Recon Desc,정산 대조 안내,1,pages.reconciliation.reconDesc,batch_08
Report Detail,리포트 상세,1,pages.reconciliation.reportDetail,batch_08
Report ID,리포트 ID,1,pages.reconciliation.reportId,batch_08
Report List,리포트 목록,1,pages.reconciliation.reportList,batch_08
Rule History,규칙 이력,1,pages.reconciliation.ruleHistory,batch_08
💾 Save Rules,💾 규칙 저장,1,pages.reconciliation.saveFeeRule,batch_08
Settlement Difference,정산 차액,1,pages.reconciliation.settleDiff,batch_08
Investigating,조사 중,1,pages.reconciliation.status_investigating,batch_08
Status_open,진행 중,1,pages.reconciliation.status_open,batch_08
⚙️ Fee Rules,⚙️ 수수료 규칙,1,pages.reconciliation.tabFeeRules,batch_08
Tab Reports,리포트,1,pages.reconciliation.tabReports,batch_08
🎫 Tickets,🎫 티켓,1,pages.reconciliation.tabTickets,batch_08
Tickets created,생성된 티켓,1,pages.reconciliation.ticketsCreated,batch_08
Tickets Title,티켓,1,pages.reconciliation.ticketsTitle,batch_08
Upload Hint,업로드 안내,1,pages.reconciliation.uploadHint,batch_08
Uploading...,업로드 중...,1,pages.reconciliation.uploading,batch_08
Upload Success,업로드 완료,1,pages.reconciliation.uploadSuccess,batch_08
🌊 View in P&L Dashboard →,🌊 P&L 대시보드에서 보기 →,1,pages.reconciliation.viewPnl,batch_08
Add Recipient,수신자 추가,1,pages.report.addRecipient,batch_08
Add Widget,위젯 추가,1,pages.report.addWidget,batch_08
Excel Export,Excel 내보내기,1,pages.report.exportExcel,batch_08
PDF Export,PDF 내보내기,1,pages.report.exportPdf,batch_08
Next Run,다음 실행,1,pages.report.nextRun,batch_08
Report Name Ph,리포트명을 입력해주세요,1,pages.report.reportNamePh,batch_08
Run Report,리포트 실행,1,pages.report.runReport,batch_08
Schedule Report,리포트 예약,1,pages.report.scheduleReport,batch_08
Select Dimensions,차원 선택,1,pages.report.selectDimensions,batch_08
Select Metrics,지표 선택,1,pages.report.selectMetrics,batch_08
Scheduled Reports,예약된 리포트,1,pages.report.tabScheduled,batch_08
Pay Remaining,잔금 결제,1,payRemaining,batch_08
P D F,PDF,1,PDF,batch_08
Per Contract,계약별,1,perContract,batch_08
Product Page,상품 페이지,1,productPage,batch_08
⬇ PDF,⬇ PDF 다운로드,1,reportBuilder.downloadPdf,batch_08
Q1 2026,2026년 1분기,1,reportBuilder.periodQ1,batch_08
var(--text-1),var(--text-1),1,"rgba(99,140,255,0.12)",batch_08
⏸ Not Scanned,⏸ 미스캔,1,ruleEnginePage.auto.11t2zj,batch_08
📲 Social Media & Content,📲 소셜 미디어·콘텐츠,1,ruleEnginePage.auto.4wtmsx,batch_08
Key Detected,키 감지됨,1,ruleEnginePage.auto.cc2qm0,batch_08
Event empty,이벤트 없음,1,ruleEnginePage.auto.event_empty,batch_08
Not Scanned,미스캔,1,ruleEnginePage.auto.gzkv91,batch_08
Json err,JSON 오류,1,ruleEnginePage.auto.json_err,batch_08
Security Guide,보안 가이드,1,ruleEnginePage.auto.n2m798,batch_08
Channels Analyzed. Please confirm the scanned keys.,채널 분석이 완료되었습니다. 스캔된 키를 확인해주세요.,1,ruleEnginePage.auto.new900,batch_08
API Key Application,API 키 신청,1,ruleEnginePage.auto.new901,batch_08
No Key,키 없음,1,ruleEnginePage.auto.new904,batch_08
Application Done,신청 완료,1,ruleEnginePage.auto.new905,batch_08
Not arr,배열 형식 아님,1,ruleEnginePage.auto.not_arr,batch_08
🏢 Closed Mall / Welfare,🏢 폐쇄몰·복지몰,1,ruleEnginePage.auto.w394fd,batch_08
On Track,정상 진행,1,ruleEnginePage.budget.onTrack,batch_08
Performance by Ad Type,광고 유형별 성과,1,ruleEnginePage.dash.adTypePerf,batch_08
🤖 AI Ad Analysis,🤖 AI 광고 분석,1,ruleEnginePage.dash.aiAdAnal,batch_08
Amazon US,Amazon US,1,ruleEnginePage.dash.amazonName,batch_08
Avg CTR,평균 CTR,1,ruleEnginePage.dash.avgCtr,batch_08
Buyer Age Group,구매자 연령대,1,ruleEnginePage.dash.buyerAge,batch_08
Buyer Gender,구매자 성별,1,ruleEnginePage.dash.buyerGender,batch_08
Cart Adds,장바구니 담기,1,ruleEnginePage.dash.cartAdds,batch_08
Category · Payment Method,카테고리 · 결제 수단,1,ruleEnginePage.dash.catPay,batch_08
📊 Channel Perf.,📊 채널 성과,1,ruleEnginePage.dash.channelPerf,batch_08
Click on a channel card or performance table below,아래 채널 카드 또는 성과 표를 클릭하세요,1,ruleEnginePage.dash.chIntelDesc1,batch_08
to select a specific channel,특정 채널을 선택하면,1,ruleEnginePage.dash.chIntelDesc2,batch_08
view detailed channel analysis:,상세 채널 분석을 확인할 수 있습니다:,1,ruleEnginePage.dash.chIntelDesc4,batch_08
Channel Intelligence Report,채널 인텔리전스 리포트,1,ruleEnginePage.dash.chIntelReport,batch_08
Channel Performance Summary,채널 성과 요약,1,ruleEnginePage.dash.chPerfSumm,batch_08
Click a channel card → 5-section analysis,채널 카드 클릭 → 5개 섹션 분석,1,ruleEnginePage.dash.clickChannelHint,batch_08
Click → 5-Section,클릭 → 5개 섹션 보기,1,ruleEnginePage.dash.clickForAnalysis,batch_08
Conv. Rate,전환율,1,ruleEnginePage.dash.convRate,batch_08
Coupon Applied,쿠폰 적용,1,ruleEnginePage.dash.couponApplied,batch_08
Coupon Issued,쿠폰 발급,1,ruleEnginePage.dash.couponIssued,batch_08
Cross Module Summary,크로스 모듈 요약,1,ruleEnginePage.dash.crossModuleSummary,batch_08
👩 Female,👩 여성,1,ruleEnginePage.dash.femaleBuyer,batch_08
Purchase Complete,구매 완료,1,ruleEnginePage.dash.flowPurchase,batch_08
Inventory Value,재고 자산,1,ruleEnginePage.dash.inventoryValue,batch_08
Real-time · Total Orders,실시간 · 총 주문,1,ruleEnginePage.dash.liveTotalOrd,batch_08
👨 Male,👨 남성,1,ruleEnginePage.dash.maleBuyer,batch_08
No activity,활동 없음,1,ruleEnginePage.dash.noActivity,batch_08
No channel data available,채널 데이터가 없습니다,1,ruleEnginePage.dash.noChannelData,batch_08
No order results found.,주문 결과가 없습니다.,1,ruleEnginePage.dash.noOrdersText,batch_08
No Security Issues,보안 이슈 없음,1,ruleEnginePage.dash.noSecurityIssues,batch_08
No trend data available,트렌드 데이터가 없습니다,1,ruleEnginePage.dash.noTrendData,batch_08
Op. Profit,영업이익,1,ruleEnginePage.dash.operatingProfit,batch_08
Own Mall,자사몰,1,ruleEnginePage.dash.ownName,batch_08
Peak Hours:,피크 시간:,1,ruleEnginePage.dash.peakHourStr,batch_08
Peak Time,피크 시간,1,ruleEnginePage.dash.peakTime,batch_08
Pending Orders,처리 대기 주문,1,ruleEnginePage.dash.pendingOrders,batch_08
Click a platform card to see,플랫폼 카드를 클릭하면,1,ruleEnginePage.dash.platClickHint1,batch_08
"Buyer gender, age, region, category",구매자 성별·연령·지역·카테고리,1,ruleEnginePage.dash.platClickHint2,batch_08
Detail analysis provided,상세 분석을 확인할 수 있습니다,1,ruleEnginePage.dash.platClickHint3,batch_08
Revenue Share by Platform,플랫폼별 매출 비중,1,ruleEnginePage.dash.platRevShare,batch_08
Recent Orders (Click → Detail Search),최근 주문(클릭 → 상세 조회),1,ruleEnginePage.dash.recentOrdersClick,batch_08
Conversion Analysis by Region,지역별 전환 분석,1,ruleEnginePage.dash.regDist,batch_08
Orders by Region,지역별 주문,1,ruleEnginePage.dash.regionOrders,batch_08
Check Inventory Alerts,재고 알림 확인,1,ruleEnginePage.dash.roleCommerce1,batch_08
Check Near-Stockout Products,품절 임박 상품 확인,1,ruleEnginePage.dash.roleCommerce1Desc,batch_08
Order Processing Status,주문 처리 현황,1,ruleEnginePage.dash.roleCommerce2,batch_08
Check Unprocessed Orders,미처리 주문 확인,1,ruleEnginePage.dash.roleCommerce2Desc,batch_08
Returns/Exchange Management,반품·교환 관리,1,ruleEnginePage.dash.roleCommerce3,batch_08
Process Return Requests,반품 요청 처리,1,ruleEnginePage.dash.roleCommerce3Desc,batch_08
System Errors,시스템 오류,1,ruleEnginePage.dash.roleDev1,batch_08
Check Error Logs,오류 로그 확인,1,ruleEnginePage.dash.roleDev1Desc,batch_08
API Key Management,API 키 관리,1,ruleEnginePage.dash.roleDev2,batch_08
Renew Expiring Keys,만료 예정 키 갱신,1,ruleEnginePage.dash.roleDev2Desc,batch_08
