path,ko_value,length,latin_ratio,category
ruleEnginePage.operations.ai_descPh,광고 내용을 간단히 입력,13,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_customPrompt,커스텀 이미지 프롬프트,12,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_customPromptPh,원하는 이미지 스타일 입력,14,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_customPromptHelp,공란일 경우 제목/이벤트/시즌을 기준으로 자동 생성,28,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_addLinkUrl,단축 URL 링크 추가,12,0.250,D_AUTO_ID
ruleEnginePage.operations.ai_uploadCustom,사용자 이미지 업로드,11,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_generateAI,AI 디자인 생성,9,0.222,D_AUTO_ID
ruleEnginePage.operations.ai_saveCreative,크리에이티브 저장,9,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_goNow,지금 이동,5,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_emptyTitle,AI 광고 디자인을 만들어보세요,17,0.118,D_AUTO_ID
ruleEnginePage.operations.ai_emptyDesc,플랫폼별 광고 이미지를 AI로 자동 생성하거나 업로드,29,0.069,D_AUTO_ID
ruleEnginePage.operations.ai_forPlatform,플랫폼용,4,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_category,카테고리,4,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_cat_fashion,패션,2,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_cat_beauty,뷰티,2,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_cat_tech,테크놀로지,5,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_cat_home,홈,1,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_cat_fitness,피트니스,4,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_editDesign,디자인 편집,6,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_changeImageTitle,이미지 변경 요청,9,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_changeImagePh,"예: ‘겨울 테마로 변경’, ‘음식 사진 추가’",26,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_changeImageHelp,원하는 이미지 스타일을 입력하면 해당 스타일에 맞춰 다시 생성됩니다.,38,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_applyCampaign,🚀 캠페인에 적용,10,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_confirmDelete,이 크리에이티브를 삭제하시겠습니까?,19,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_dupWarningTitle,동일한 크리에이티브가 이미 존재합니다,20,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_dupWarningDesc,동일한 크리에이티브가 서버에 저장되어 있습니다.,26,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_dupDismiss,닫기,2,0.000,D_AUTO_ID
ruleEnginePage.operations.ai_serverSynced,서버 동기화 완료,9,0.000,D_AUTO_ID
ruleEnginePage.gNav.aiPrediction,AI 예측 및 그래프,11,0.182,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.instagramDm,인스타 DM,6,0.333,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.dbAdmin,DB 어드민,6,0.333,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.aiMarketingHub,AI 커뮤니케이션,9,0.222,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.aiMarketing,AI 마케팅 자동화,10,0.200,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.automation,자동화·AI 규칙,9,0.222,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.autoMarketing,AI 오토 마케팅,9,0.222,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.influencer,인플루언서·UGC,9,0.333,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.aiInsights,AI 인사이트,7,0.286,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.aiRuleEngine,AI 규칙 엔진,8,0.250,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.aiPolicy,AI 정책,5,0.400,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.dbSchema,DB 스키마,6,0.333,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.aiRecommend,AI 즉시 추천,8,0.250,B_MIXED_LOW_RATIO
ruleEnginePage.gNav.smsMarketing,SMS 마케팅,7,0.429,B_MIXED_LOW_RATIO
ruleEnginePage.super.conKpiApi,API 키 인증,8,0.375,B_MIXED_LOW_RATIO
ruleEnginePage.super.conOauthStart,OAuth 연동 시작,11,0.455,B_MIXED_LOW_RATIO
ruleEnginePage.super.conApiKeyStr,API 키 (필수),10,0.300,B_MIXED_LOW_RATIO
ruleEnginePage.super.rbTrend,ROAS 트렌드 (라인),13,0.308,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaCvr,CVR 급상승,7,0.429,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaDesc,Slack/Teams 연동 알림 규칙을 설정하고 대시보드 커뮤니케이션을 관리합니다.,46,0.217,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaRuleCond,조건 (예: CTR < 1%),16,0.188,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaAdmin,시스템 관리자 — 대시보드 [ROAS 차트],24,0.167,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaAdminCmt,'Meta 캠페인 성과가 하락했습니다. AdSet 3을 일시정지합시다.',40,0.225,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaLeadCmt,'예산 플래너 목표가 달성되었습니다. Pacing을 1.5x로 조정해주세요.',43,0.163,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaTime1,"오늘, \""09\"":30 AM",16,0.125,B_MIXED_LOW_RATIO
ruleEnginePage.super.aaTime2,"어제, \""14\"":10 PM",16,0.125,B_MIXED_LOW_RATIO
ruleEnginePage.super.ihShopifyDesc,글로벌 매출 및 평생가치(LTV) 연동,21,0.143,B_MIXED_LOW_RATIO
ruleEnginePage.super.ihSfDesc,B2B 잠재고객 및 CRM 데이터 통합,21,0.238,B_MIXED_LOW_RATIO
ruleEnginePage.super.ihSlackDesc,ROAS 저하 알럿 채널 전송,16,0.250,B_MIXED_LOW_RATIO
ruleEnginePage.super.ihDesc,Oauth2 기반 원클릭 연동 생태계입니다. 즉시 모든 데이터 소스를 통합하세요.,45,0.111,B_MIXED_LOW_RATIO
ruleEnginePage.super.conInputApiKey,API 키 입력,8,0.375,B_MIXED_LOW_RATIO
ruleEnginePage.super.conHeroDesc,채널 연동 관리 · API 통합 · 실시간 동기화,27,0.111,B_MIXED_LOW_RATIO
ruleEnginePage.super.settingsSlaMonitor,SLA 모니터링,8,0.375,B_MIXED_LOW_RATIO
ruleEnginePage.super.settingsSlaMonitorDesc,채널별 출고 SLA 기준 시간을 모니터링하고 위반 시 즉시 알림을 보냅니다.,42,0.071,B_MIXED_LOW_RATIO
ruleEnginePage.super.settingsNotifDesc,"새 주문, 클레임 접수, SLA 위반 시 Slack/Email로 알립니다.",41,0.317,B_MIXED_LOW_RATIO
ruleEnginePage.accountPerf.guideTabDashboardDesc,팀 예산·KPI·수익,11,0.273,B_MIXED_LOW_RATIO
ruleEnginePage.acctPerf.guideTabDashboardDesc,팀 예산·KPI·수익,11,0.273,B_MIXED_LOW_RATIO
ruleEnginePage.auto.015zcn,015zcn,6,0.500,D_AUTO_ID
ruleEnginePage.auto.04xbs5,04xbs5,6,0.500,D_AUTO_ID
ruleEnginePage.auto.0626xl,0626xl,6,0.333,D_AUTO_ID
ruleEnginePage.auto.08tz61,Benepia,7,1.000,D_AUTO_ID
ruleEnginePage.auto.097xk9,097xk9,6,0.333,D_AUTO_ID
ruleEnginePage.auto.0dge9p,0dge9p,6,0.667,D_AUTO_ID
ruleEnginePage.auto.0f6cwr,0f6cwr,6,0.667,D_AUTO_ID
ruleEnginePage.auto.0igpad,0igpad,6,0.833,D_AUTO_ID
ruleEnginePage.auto.0ipu9q,0ipu9q,6,0.667,D_AUTO_ID
ruleEnginePage.auto.0iy7a9,0iy7a9,6,0.500,D_AUTO_ID
ruleEnginePage.auto.0l9bs3,0l9bs3,6,0.500,D_AUTO_ID
ruleEnginePage.auto.0qntd6,0qntd6,6,0.667,D_AUTO_ID
ruleEnginePage.auto.0utmsq,0utmsq,6,0.833,D_AUTO_ID
ruleEnginePage.auto.0ywsne,0ywsne,6,0.833,D_AUTO_ID
ruleEnginePage.auto.10vzv1,10vzv1,6,0.500,D_AUTO_ID
ruleEnginePage.auto.112s5b,112s5b,6,0.333,D_AUTO_ID
ruleEnginePage.auto.11t2zj,⏸ 미스캔,5,0.000,D_AUTO_ID
ruleEnginePage.auto.13f85a,13f85a,6,0.333,D_AUTO_ID
ruleEnginePage.auto.16s2zv,16s2zv,6,0.500,D_AUTO_ID
ruleEnginePage.auto.1fe4yq,1fe4yq,6,0.667,D_AUTO_ID
ruleEnginePage.auto.1wmipx,1wmipx,6,0.833,D_AUTO_ID
ruleEnginePage.auto.25smdq,25smdq,6,0.667,D_AUTO_ID
ruleEnginePage.auto.278rrt,278rrt,6,0.500,D_AUTO_ID
ruleEnginePage.auto.27h59f,27h59f,6,0.333,D_AUTO_ID
ruleEnginePage.auto.29aghl,29aghl,6,0.667,D_AUTO_ID
ruleEnginePage.auto.2b9bun,2b9bun,6,0.667,D_AUTO_ID
ruleEnginePage.auto.2fpukf,2fpukf,6,0.833,D_AUTO_ID
ruleEnginePage.auto.2fsv5a,2fsv5a,6,0.667,D_AUTO_ID
ruleEnginePage.auto.2gdeh2,2gdeh2,6,0.667,D_AUTO_ID
ruleEnginePage.auto.2hnb5b,2hnb5b,6,0.667,D_AUTO_ID
ruleEnginePage.auto.2it6i0,2it6i0,6,0.500,D_AUTO_ID
ruleEnginePage.auto.2jw234,2jw234,6,0.333,D_AUTO_ID
ruleEnginePage.auto.2z78l4,2z78l4,6,0.333,D_AUTO_ID
ruleEnginePage.auto.2za51t,2za51t,6,0.500,D_AUTO_ID
ruleEnginePage.auto.34an2u,34an2u,6,0.500,D_AUTO_ID
ruleEnginePage.auto.3aif0h,3aif0h,6,0.667,D_AUTO_ID
ruleEnginePage.auto.3ck4pc,3ck4pc,6,0.667,D_AUTO_ID
ruleEnginePage.auto.3x3snf,3x3snf,6,0.667,D_AUTO_ID
ruleEnginePage.auto.40vixj,40vixj,6,0.667,D_AUTO_ID
ruleEnginePage.auto.44dsvf,44dsvf,6,0.667,D_AUTO_ID
ruleEnginePage.auto.451tyx,451tyx,6,0.500,D_AUTO_ID
ruleEnginePage.auto.48uyea,48uyea,6,0.667,D_AUTO_ID
ruleEnginePage.auto.4fmodr,4fmodr,6,0.833,D_AUTO_ID
ruleEnginePage.auto.4ndk1j,4ndk1j,6,0.667,D_AUTO_ID
ruleEnginePage.auto.4wtmsx,📲 소셜 미디어·콘텐츠,13,0.000,D_AUTO_ID
ruleEnginePage.auto.4yo8i3,4yo8i3,6,0.500,D_AUTO_ID
ruleEnginePage.auto.50d64q,50d64q,6,0.333,D_AUTO_ID
ruleEnginePage.auto.50hsuy,50hsuy,6,0.667,D_AUTO_ID
ruleEnginePage.auto.52g89l,52g89l,6,0.333,D_AUTO_ID
ruleEnginePage.auto.5n9f5p,5n9f5p,6,0.500,D_AUTO_ID
ruleEnginePage.auto.5oyz45,5oyz45,6,0.500,D_AUTO_ID
ruleEnginePage.auto.5rbky2,5rbky2,6,0.667,D_AUTO_ID
ruleEnginePage.auto.5twxk6,5twxk6,6,0.667,D_AUTO_ID
ruleEnginePage.auto.5u3680,5u3680,6,0.167,D_AUTO_ID
ruleEnginePage.auto.5ugkrf,5ugkrf,6,0.833,D_AUTO_ID
ruleEnginePage.auto.5uje4r,5uje4r,6,0.667,D_AUTO_ID
ruleEnginePage.auto.6gmwno,6gmwno,6,0.833,D_AUTO_ID
ruleEnginePage.auto.6odutv,6odutv,6,0.833,D_AUTO_ID
ruleEnginePage.auto.6se8l8,6se8l8,6,0.500,D_AUTO_ID
ruleEnginePage.auto.6w20f2,6w20f2,6,0.333,D_AUTO_ID
ruleEnginePage.auto.6xwuah,6xwuah,6,0.833,D_AUTO_ID
ruleEnginePage.auto.6z1v6b,6z1v6b,6,0.500,D_AUTO_ID
ruleEnginePage.auto.6zmccp,6zmccp,6,0.833,D_AUTO_ID
ruleEnginePage.auto.701c7g,701c7g,6,0.333,D_AUTO_ID
ruleEnginePage.auto.71ijys,71ijys,6,0.667,D_AUTO_ID
ruleEnginePage.auto.74kh59,74kh59,6,0.333,D_AUTO_ID
ruleEnginePage.auto.7c2kpa,7c2kpa,6,0.667,D_AUTO_ID
ruleEnginePage.auto.7cdh5t,7cdh5t,6,0.667,D_AUTO_ID
ruleEnginePage.auto.7d8kze,7d8kze,6,0.667,D_AUTO_ID
ruleEnginePage.auto.7dgzu5,7dgzu5,6,0.667,D_AUTO_ID
ruleEnginePage.auto.7eowcy,7eowcy,6,0.833,D_AUTO_ID
ruleEnginePage.auto.7i3pt9,7i3pt9,6,0.500,D_AUTO_ID
ruleEnginePage.auto.7kne9i,7kne9i,6,0.667,D_AUTO_ID
ruleEnginePage.auto.7x3v8j,7x3v8j,6,0.500,D_AUTO_ID
ruleEnginePage.auto.80sn2d,80sn2d,6,0.500,D_AUTO_ID
ruleEnginePage.auto.85bevl,85bevl,6,0.667,D_AUTO_ID
ruleEnginePage.auto.8awgc0,8awgc0,6,0.667,D_AUTO_ID
ruleEnginePage.auto.8bh6tu,8bh6tu,6,0.667,D_AUTO_ID
ruleEnginePage.auto.8fu4v1,8fu4v1,6,0.500,D_AUTO_ID
ruleEnginePage.auto.8jslz0,8jslz0,6,0.667,D_AUTO_ID
ruleEnginePage.auto.8kezu3,8kezu3,6,0.667,D_AUTO_ID
ruleEnginePage.auto.8w5ncj,8w5ncj,6,0.667,D_AUTO_ID
ruleEnginePage.auto.8wyope,8wyope,6,0.833,D_AUTO_ID
ruleEnginePage.auto.8xheqh,8xheqh,6,0.833,D_AUTO_ID
ruleEnginePage.auto.9clapm,9clapm,6,0.833,D_AUTO_ID
ruleEnginePage.auto.9cpaci,9cpaci,6,0.833,D_AUTO_ID
ruleEnginePage.auto.9dvczd,9dvczd,6,0.833,D_AUTO_ID
ruleEnginePage.auto.9eok3n,9eok3n,6,0.667,D_AUTO_ID
ruleEnginePage.auto.9kmm7q,9kmm7q,6,0.667,D_AUTO_ID
ruleEnginePage.auto.9ojkb5,9ojkb5,6,0.667,D_AUTO_ID
ruleEnginePage.auto.9p6ucn,Japan,5,1.000,D_AUTO_ID
ruleEnginePage.auto.9plavm,9plavm,6,0.833,D_AUTO_ID
ruleEnginePage.auto.9ujts8,9ujts8,6,0.667,D_AUTO_ID
ruleEnginePage.auto.9uk2a0,9uk2a0,6,0.500,D_AUTO_ID
ruleEnginePage.auto.9zaela,9zaela,6,0.833,D_AUTO_ID
ruleEnginePage.auto.a14086,A14086,6,0.167,D_AUTO_ID
ruleEnginePage.auto.a2g2s6,A2g2s6,6,0.500,D_AUTO_ID
ruleEnginePage.auto.a7fodt,A7fodt,6,0.833,D_AUTO_ID
ruleEnginePage.auto.a99eaj,A99eaj,6,0.667,D_AUTO_ID
ruleEnginePage.auto.aax6hu,Aax6hu,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ac75p7,Ac75p7,6,0.500,D_AUTO_ID
ruleEnginePage.auto.akwt48,Akwt48,6,0.667,D_AUTO_ID
ruleEnginePage.auto.amsa9k,Amsa9k,6,0.833,D_AUTO_ID
ruleEnginePage.auto.b1kvdo,B1kvdo,6,0.833,D_AUTO_ID
ruleEnginePage.auto.b3qru0,B3qru0,6,0.667,D_AUTO_ID
ruleEnginePage.auto.b46onw,B46onw,6,0.667,D_AUTO_ID
ruleEnginePage.auto.bchlcp,Bchlcp,6,1.000,D_AUTO_ID
ruleEnginePage.auto.bejuou,Bejuou,6,1.000,D_AUTO_ID
ruleEnginePage.auto.bgf8iz,Bgf8iz,6,0.833,D_AUTO_ID
ruleEnginePage.auto.bglbas,Bglbas,6,1.000,D_AUTO_ID
ruleEnginePage.auto.bj1uox,Bj1uox,6,0.833,D_AUTO_ID
ruleEnginePage.auto.bqxgxj,Bqxgxj,6,1.000,D_AUTO_ID
ruleEnginePage.auto.c2r938,C2r938,6,0.333,D_AUTO_ID
ruleEnginePage.auto.c3fs0f,C3fs0f,6,0.667,D_AUTO_ID
ruleEnginePage.auto.c6d6pj,C6d6pj,6,0.667,D_AUTO_ID
ruleEnginePage.auto.cc2qm0,키 감지됨,5,0.000,D_AUTO_ID
ruleEnginePage.auto.cfwn37,Cfwn37,6,0.667,D_AUTO_ID
ruleEnginePage.auto.cljj3j,Cljj3j,6,0.833,D_AUTO_ID
ruleEnginePage.auto.cm1t1o,Cm1t1o,6,0.667,D_AUTO_ID
ruleEnginePage.auto.cox1g4,Cox1g4,6,0.667,D_AUTO_ID
ruleEnginePage.auto.cq8w8h,Cq8w8h,6,0.667,D_AUTO_ID
ruleEnginePage.auto.ctzbj7,Ctzbj7,6,0.833,D_AUTO_ID
ruleEnginePage.auto.cwwnes,Cwwnes,6,1.000,D_AUTO_ID
ruleEnginePage.auto.d60jud,D60jud,6,0.667,D_AUTO_ID
ruleEnginePage.auto.dfumga,Dfumga,6,1.000,D_AUTO_ID
ruleEnginePage.auto.dh4f1z,Dh4f1z,6,0.667,D_AUTO_ID
ruleEnginePage.auto.dkrli8,Dkrli8,6,0.833,D_AUTO_ID
ruleEnginePage.auto.dtc0k1,Dtc0k1,6,0.667,D_AUTO_ID
ruleEnginePage.auto.dtybkd,Dtybkd,6,1.000,D_AUTO_ID
ruleEnginePage.auto.e7chl6,E7chl6,6,0.667,D_AUTO_ID
ruleEnginePage.auto.ea765n,Ea765n,6,0.500,D_AUTO_ID
ruleEnginePage.auto.eg4qia,Eg4qia,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ehujwr,Ehujwr,6,1.000,D_AUTO_ID
ruleEnginePage.auto.eiyn3w,Eiyn3w,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ejm0pv,Ejm0pv,6,0.833,D_AUTO_ID
ruleEnginePage.auto.eo8zzk,Eo8zzk,6,0.833,D_AUTO_ID
ruleEnginePage.auto.epe971,Epe971,6,0.500,D_AUTO_ID
ruleEnginePage.auto.eqn32v,Eqn32v,6,0.667,D_AUTO_ID
ruleEnginePage.auto.et8d60,Et8d60,6,0.500,D_AUTO_ID
ruleEnginePage.auto.event_empty,이벤트 없음,6,0.000,D_AUTO_ID
ruleEnginePage.auto.f0xa25,F0xa25,6,0.500,D_AUTO_ID
ruleEnginePage.auto.f3f04y,F3f04y,6,0.500,D_AUTO_ID
ruleEnginePage.auto.fdz98u,Fdz98u,6,0.667,D_AUTO_ID
ruleEnginePage.auto.fprwyv,Fprwyv,6,1.000,D_AUTO_ID
ruleEnginePage.auto.frgeo3,Frgeo3,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ft8h53,Ft8h53,6,0.500,D_AUTO_ID
ruleEnginePage.auto.g490mm,G490mm,6,0.500,D_AUTO_ID
ruleEnginePage.auto.g89o6q,G89o6q,6,0.500,D_AUTO_ID
ruleEnginePage.auto.g8r09m,G8r09m,6,0.500,D_AUTO_ID
ruleEnginePage.auto.g8tg35,G8tg35,6,0.500,D_AUTO_ID
ruleEnginePage.auto.ga42ac,Ga42ac,6,0.667,D_AUTO_ID
ruleEnginePage.auto.gckxb4,Gckxb4,6,0.833,D_AUTO_ID
ruleEnginePage.auto.gcm8wt,Gcm8wt,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ge067w,Ge067w,6,0.500,D_AUTO_ID
ruleEnginePage.auto.gjra61,Gjra61,6,0.667,D_AUTO_ID
ruleEnginePage.auto.gtin56,Gtin56,6,0.667,D_AUTO_ID
ruleEnginePage.auto.gv4r0c,Gv4r0c,6,0.667,D_AUTO_ID
ruleEnginePage.auto.gzkv91,미스캔,3,0.000,D_AUTO_ID
ruleEnginePage.auto.h0jnqu,H0jnqu,6,0.833,D_AUTO_ID
ruleEnginePage.auto.h53dub,H53dub,6,0.667,D_AUTO_ID
ruleEnginePage.auto.heea6f,Heea6f,6,0.833,D_AUTO_ID
ruleEnginePage.auto.hfcznv,Hfcznv,6,1.000,D_AUTO_ID
ruleEnginePage.auto.hovbjj,Hovbjj,6,1.000,D_AUTO_ID
ruleEnginePage.auto.i0avx5,I0avx5,6,0.667,D_AUTO_ID
ruleEnginePage.auto.ibhsge,Ibhsge,6,1.000,D_AUTO_ID
ruleEnginePage.auto.ijvmlz,Ijvmlz,6,1.000,D_AUTO_ID
ruleEnginePage.auto.imx43v,Imx43v,6,0.667,D_AUTO_ID
ruleEnginePage.auto.iqdzrx,Iqdzrx,6,1.000,D_AUTO_ID
ruleEnginePage.auto.izlkqz,Izlkqz,6,1.000,D_AUTO_ID
ruleEnginePage.auto.j0pwc5,J0pwc5,6,0.667,D_AUTO_ID
ruleEnginePage.auto.j3gdgq,J3gdgq,6,0.833,D_AUTO_ID
ruleEnginePage.auto.jerrow,Jerrow,6,1.000,D_AUTO_ID
ruleEnginePage.auto.jjw1v2,Jjw1v2,6,0.667,D_AUTO_ID
ruleEnginePage.auto.jk0s5v,Jk0s5v,6,0.667,D_AUTO_ID
ruleEnginePage.auto.json_err,JSON 오류,7,0.571,D_AUTO_ID
ruleEnginePage.auto.jznf9o,Jznf9o,6,0.833,D_AUTO_ID
ruleEnginePage.auto.k1xv0h,K1xv0h,6,0.667,D_AUTO_ID
ruleEnginePage.auto.k26xiq,K26xiq,6,0.667,D_AUTO_ID
ruleEnginePage.auto.k2qk5x,K2qk5x,6,0.667,D_AUTO_ID
ruleEnginePage.auto.knivsl,Knivsl,6,1.000,D_AUTO_ID
ruleEnginePage.auto.kq3p3v,Kq3p3v,6,0.667,D_AUTO_ID
ruleEnginePage.auto.kqpndx,Kqpndx,6,1.000,D_AUTO_ID
ruleEnginePage.auto.krzijk,Krzijk,6,1.000,D_AUTO_ID
ruleEnginePage.auto.ktdl83,Ktdl83,6,0.667,D_AUTO_ID
ruleEnginePage.auto.kzbeb5,Kzbeb5,6,0.833,D_AUTO_ID
ruleEnginePage.auto.l2spnk,L2spnk,6,0.833,D_AUTO_ID
ruleEnginePage.auto.l36ov9,L36ov9,6,0.500,D_AUTO_ID
ruleEnginePage.auto.laeux0,Settlement,10,1.000,D_AUTO_ID
ruleEnginePage.auto.lh2mw5,Lh2mw5,6,0.667,D_AUTO_ID
ruleEnginePage.auto.limqwg,Limqwg,6,1.000,D_AUTO_ID
ruleEnginePage.auto.lp6ott,Lp6ott,6,0.833,D_AUTO_ID
ruleEnginePage.auto.m7d1cm,M7d1cm,6,0.667,D_AUTO_ID
ruleEnginePage.auto.m8wl6v,M8wl6v,6,0.667,D_AUTO_ID
ruleEnginePage.auto.mcy2ek,Mcy2ek,6,0.833,D_AUTO_ID
ruleEnginePage.auto.me7deo,Me7deo,6,0.833,D_AUTO_ID
ruleEnginePage.auto.mgmepv,Mgmepv,6,1.000,D_AUTO_ID
ruleEnginePage.auto.mi7ool,Mi7ool,6,0.833,D_AUTO_ID
ruleEnginePage.auto.mk0dsg,Mk0dsg,6,0.833,D_AUTO_ID
ruleEnginePage.auto.mlfykp,Mlfykp,6,1.000,D_AUTO_ID
ruleEnginePage.auto.mnmmde,Mnmmde,6,1.000,D_AUTO_ID
ruleEnginePage.auto.mqr1yb,Mqr1yb,6,0.833,D_AUTO_ID
ruleEnginePage.auto.mr789w,Mr789w,6,0.500,D_AUTO_ID
ruleEnginePage.auto.mzr83u,Mzr83u,6,0.667,D_AUTO_ID
ruleEnginePage.auto.n2m798,보안 가이드,6,0.000,D_AUTO_ID
ruleEnginePage.auto.nb4gvn,Nb4gvn,6,0.833,D_AUTO_ID
ruleEnginePage.auto.new900,채널 분석이 완료되었습니다. 스캔된 키를 확인해주세요.,30,0.000,D_AUTO_ID
ruleEnginePage.auto.new901,API 키 신청,8,0.375,D_AUTO_ID
ruleEnginePage.auto.new902,건,1,0.000,D_AUTO_ID
ruleEnginePage.auto.new903,Detected,8,1.000,D_AUTO_ID
ruleEnginePage.auto.new904,키 없음,4,0.000,D_AUTO_ID
ruleEnginePage.auto.new905,신청 완료,5,0.000,D_AUTO_ID
ruleEnginePage.auto.nfsmh1,Nfsmh1,6,0.833,D_AUTO_ID
ruleEnginePage.auto.nkk9ux,Nkk9ux,6,0.833,D_AUTO_ID
ruleEnginePage.auto.not_arr,배열 형식 아님,8,0.000,D_AUTO_ID
ruleEnginePage.auto.nzwqg9,Nzwqg9,6,0.833,D_AUTO_ID
ruleEnginePage.auto.o0xohs,O0xohs,6,0.833,D_AUTO_ID
ruleEnginePage.auto.o98iq1,O98iq1,6,0.500,D_AUTO_ID
ruleEnginePage.auto.ofxnnr,Ofxnnr,6,1.000,D_AUTO_ID
ruleEnginePage.auto.ondgbc,Ondgbc,6,1.000,D_AUTO_ID
ruleEnginePage.auto.opre0m,Opre0m,6,0.833,D_AUTO_ID
ruleEnginePage.auto.p4p4bc,P4p4bc,6,0.667,D_AUTO_ID
ruleEnginePage.auto.p8ra5m,P8ra5m,6,0.667,D_AUTO_ID
ruleEnginePage.auto.peum9f,Peum9f,6,0.833,D_AUTO_ID
ruleEnginePage.auto.pkjv7l,Pkjv7l,6,0.833,D_AUTO_ID
ruleEnginePage.auto.pmmmhz,Pmmmhz,6,1.000,D_AUTO_ID
ruleEnginePage.auto.pprh01,Pprh01,6,0.667,D_AUTO_ID
ruleEnginePage.auto.ps1rbq,Ps1rbq,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ps4hfy,Contact,7,1.000,D_AUTO_ID
ruleEnginePage.auto.pw0pi7,Pw0pi7,6,0.667,D_AUTO_ID
ruleEnginePage.auto.pw7qil,Pw7qil,6,0.833,D_AUTO_ID
ruleEnginePage.auto.q6pu3l,Q6pu3l,6,0.667,D_AUTO_ID
ruleEnginePage.auto.q8styk,Q8styk,6,0.833,D_AUTO_ID
ruleEnginePage.auto.qce5y9,Qce5y9,6,0.667,D_AUTO_ID
ruleEnginePage.auto.qkkmnp,Qkkmnp,6,1.000,D_AUTO_ID
ruleEnginePage.auto.qkwef8,Qkwef8,6,0.833,D_AUTO_ID
ruleEnginePage.auto.r35hhy,R35hhy,6,0.667,D_AUTO_ID
ruleEnginePage.auto.r45lkr,R45lkr,6,0.667,D_AUTO_ID
ruleEnginePage.auto.r4s8k3,R4s8k3,6,0.500,D_AUTO_ID
ruleEnginePage.auto.r5e9fc,R5e9fc,6,0.667,D_AUTO_ID
ruleEnginePage.auto.r5ukjf,R5ukjf,6,0.833,D_AUTO_ID
ruleEnginePage.auto.r6zynz,R6zynz,6,0.833,D_AUTO_ID
ruleEnginePage.auto.ra8479,Ra8479,6,0.333,D_AUTO_ID
ruleEnginePage.auto.rjo7qo,Rjo7qo,6,0.833,D_AUTO_ID
ruleEnginePage.auto.rpw5ig,Rpw5ig,6,0.833,D_AUTO_ID
ruleEnginePage.auto.rytfcq,Rytfcq,6,1.000,D_AUTO_ID
ruleEnginePage.auto.rytgjs,Rytgjs,6,1.000,D_AUTO_ID
ruleEnginePage.auto.rzmlkl,Rzmlkl,6,1.000,D_AUTO_ID
ruleEnginePage.auto.s3fgwk,S3fgwk,6,0.833,D_AUTO_ID
ruleEnginePage.auto.s8ql8c,S8ql8c,6,0.667,D_AUTO_ID
ruleEnginePage.auto.sa27lc,Sa27lc,6,0.667,D_AUTO_ID
ruleEnginePage.auto.sa6nc8,Sa6nc8,6,0.667,D_AUTO_ID
ruleEnginePage.auto.sc6npu,Sc6npu,6,0.833,D_AUTO_ID
ruleEnginePage.auto.sdkpt7,Sdkpt7,6,0.833,D_AUTO_ID
ruleEnginePage.auto.sn3xbe,Sn3xbe,6,0.833,D_AUTO_ID
