path,ja_value,ko_value,ja_type,ja_hangul
aiHub.totalBudgetTitle,広告予算自動配分,총 예산 현황,string,0
aiHub.totalExecBudget,総執行予算,총 실행 예산,string,0
aiHub.unitPrice,単価,단가,string,0
aiHub.units,個推定,개,string,0
aiHub.upgradeBtn,Proにアップグレード,업그레이드,string,0
aiHub.viewCampaigns,キャンペーン一覧を確認,캠페인 보기,string,0
aiHub.vipInsight,CRMセグメント分析 — リターゲティングCVR 15% vs 新規3%。予測ROI =,VIP 인사이트,string,0
aiHub.vipReason,"購買履歴最上位。平均LTV ₩1,200,000以上。",VIP 이유,string,0
aiHub.wastedBudget,品切れ後広告継続時の無駄な広告費,낭비 예산,string,0
aiInsights.actionable,実行可能,실행 가능,string,0
aiInsights.adSpendAlertDesc,광고비가 매출의 20% 이상을 차지합니다,광고비가 매출의 20% 이상을 차지합니다,string,1
aiInsights.adSpendAlertTitle,광고비 과다,광고비 과다,string,1
aiInsights.aiGreeting,こんにちは！AIビジネスアシスタントです。P&L、ROAS、返品率などについてご質問ください。,"안녕하세요! AI 비즈니스 어시스턴트입니다. P&L, ROAS, 반품률 등에 대해 질문해 주세요. 실시간 데이터를 기반으로 분석해 드립니다.",string,0
aiInsights.aiModelActive,AIモデル稼働中,AI 모델 가동 중,string,0
aiInsights.allNormalDesc,異常は検出されませんでした。全KPIが正常範囲内です。,현재 감지된 이상 항목이 없습니다. 모든 KPI가 정상 범위 내에 있습니다.,string,0
aiInsights.allNormalTitle,全指標正常,모든 지표 정상,string,0
aiInsights.analysisFailed,분석 실패,분석 실패,string,1
aiInsights.analyzing,分析中...,분석 중...,string,0
aiInsights.anomalyItems,件の異常,건 이상 항목,string,0
aiInsights.applyRecommendation,適用,적용,string,0
aiInsights.cardNote,AIがリアルタイムデータを分析し異常と改善機会を自動検知します。,AI가 실시간 데이터를 분석하여 이상 항목과 개선 기회를 자동으로 감지합니다.,string,0
aiInsights.channelsLinked,チャネル接続,개 채널 연동,string,0
aiInsights.confidence,信頼度,신뢰도,string,0
aiInsights.connectedChannels,接続チャネル,연동된 채널,string,0
aiInsights.dismiss,확인,확인,string,1
aiInsights.dismissInsight,却下,무시,string,0
aiInsights.errorPrefix,오류,오류,string,1
aiInsights.export,エクスポート,내보내기,string,0
aiInsights.forecastPeriod,予測期間,예측 기간,string,0
aiInsights.forecastRevenue,売上予測,매출 예측,string,0
aiInsights.forecastRoas,ROAS予測,ROAS 예측,string,0
aiInsights.guideSecCards,ROAS警告、返品率急増などの異常をAIが自動検知します。,"AI가 실시간 데이터를 분석하여 ROAS 경고, 반품률 급증, 광고비 과다 등 이상 항목을 자동으로 감지합니다.",string,0
aiInsights.guideSecChat,Claude AI対話型アシスタントがP&L・ROAS分析を提供します。,"Claude AI 기반 대화형 비즈니스 어시스턴트가 P&L, ROAS, 반품 분석을 자연어로 제공합니다.",string,0
aiInsights.guideSecHistory,過去のAI分析結果を時系列で確認・エクスポートできます。,이전에 수행한 모든 AI 분석 결과를 시간순으로 확인하고 내보내기할 수 있습니다.,string,0
aiInsights.guideSecTrends,売上、広告費、ROAS等の主要KPIをリアルタイムモニタリングします。,"매출, 광고비, 수수료, ROAS, 주문수, 반품률, 영업이익 등 핵심 비즈니스 KPI를 실시간으로 모니터링합니다.",string,0
aiInsights.guideTabsTitle,タブ別機能案内,탭별 기능 안내,string,0
aiInsights.heroDesc,API キーを登録し接続状態を管理します。,판매·광고·분석 채널의 API 키를 등록하고 연결 상태를 관리합니다.,string,0
aiInsights.highPriority,高,높음,string,0
aiInsights.historyTitle,AI分析履歴,AI 분석 이력,string,0
aiInsights.impact,推定インパクト,예상 임팩트,string,0
aiInsights.implemented,適用済み,적용됨,string,0
aiInsights.inputPlaceholder,P&L、ROAS、返品について質問...,"P&L, ROAS, 반품률 등 질문...",string,0
aiInsights.insightType.anomaly,異常,이상,string,0
aiInsights.insightType.opportunity,機会,기회,string,0
aiInsights.insightType.risk,リスク,위험,string,0
aiInsights.insightType.trend,トレンド,트렌드,string,0
aiInsights.loading,読み込み中...,불러오는 중...,string,0
aiInsights.lowPriority,低,낮음,string,0
aiInsights.mediumPriority,中,중간,string,0
aiInsights.noHistory,分析履歴なし,분석 이력 없음,string,0
aiInsights.noHistoryDesc,AIアシスタントタブで最初の分析を開始してください。,AI 어시스턴트 탭에서 첫 번째 분석을 시작해 보세요.,string,0
aiInsights.priority,優先度,우선순위,string,0
aiInsights.qq1,先月比で純利益は改善しましたか？,지난달 대비 순이익이 개선되었나요?,string,0
aiInsights.qq2,ROASが最も低いチャネルは？,ROAS가 가장 낮은 채널은?,string,0
aiInsights.qq3,返品率が危険なSKUは？,반품률이 위험한 SKU는?,string,0
aiInsights.qq4,コスト削減の優先順位は？,비용 절감 우선순위는?,string,0
aiInsights.realtimeSync,リアルタイム同期,실시간 동기화,string,0
aiInsights.refresh,更新,새로고침,string,0
aiInsights.returnAlertDesc,반품률이 위험 수준(12%) 이상입니다,반품률이 위험 수준(12%) 이상입니다,string,1
aiInsights.returnAlertTitle,반품률 경고,반품률 경고,string,1
aiInsights.returns,返品,반품,string,0
aiInsights.roasAlertDesc,ROAS가 목표치 3.0x 미만입니다,ROAS가 목표치 3.0x 미만입니다,string,1
aiInsights.roasAlertTitle,ROAS 경고,ROAS 경고,string,1
aiInsights.securityAlert,보안 위협 감지,보안 위협 감지,string,1
aiInsights.securityDesc,악의적 입력이 감지되어 차단되었습니다.,악의적 입력이 감지되어 차단되었습니다.,string,1
aiInsights.securityNormal,セキュリティ正常,보안 정상,string,0
aiInsights.selectContext,分析コンテキスト選択,분석 컨텍스트 선택,string,0
aiInsights.send,送信,전송,string,0
aiInsights.subtitle,機械学習ベースのインサイト · 予測分析 · 自動推奨,머신러닝 기반 인사이트 · 예측 분석 · 자동 권고,string,0
aiInsights.tabCards,インサイトカード,인사이트 카드,string,0
aiInsights.tabCardsDesc,リアルタイム異常分析,실시간 이상 분석,string,0
aiInsights.tabChat,AIアシスタント,AI 어시스턴트,string,0
aiInsights.tabChatDesc,Claude AIリアルタイム分析,Claude AI 실시간 분석,string,0
aiInsights.tabGuideDesc,AIインサイト利用ガイド,AI 인사이트 이용 가이드,string,0
aiInsights.tabHistory,分析履歴,분석 이력,string,0
aiInsights.tabHistoryDesc,保存されたAI分析結果,저장된 AI 분석 결과,string,0
aiInsights.tabInsights,インサイト,인사이트,string,0
aiInsights.tabPredictions,予測,예측,string,0
aiInsights.tabRecommendations,推奨,권고,string,0
aiInsights.tabTrends,トレンド現況,트렌드 현황,string,0
aiInsights.tabTrendsDesc,主要KPIリアルタイム状況,핵심 KPI 실시간 현황,string,0
aiInsights.title,AIインサイト,AI 인사이트,string,0
aiInsights.topPerformDesc,ROAS가 우수 수준을 달성했습니다,ROAS가 우수 수준을 달성했습니다,string,1
aiInsights.topPerformTitle,우수 성과,우수 성과,string,1
aiInsights.totalInsights,総インサイト,총 인사이트,string,0
aiInsights.trendAdSpend,광고비,광고비,string,1
aiInsights.trendFee,플랫폼 수수료,플랫폼 수수료,string,1
aiInsights.trendKpiTitle,핵심 KPI 실시간 현황,핵심 KPI 실시간 현황,string,1
aiInsights.trendNote,※ GlobalDataContextからリアルタイム同期データです。,※ GlobalDataContext에서 실시간 동기화되는 데이터입니다.,string,0
aiInsights.trendOrders,총 주문,총 주문,string,1
aiInsights.trendProfit,영업이익,영업이익,string,1
aiInsights.trendReturns,반품률,반품률,string,1
aiInsights.trendRevenue,총 매출,총 매출,string,1
aiInsights.unitOrders,件,건,string,0
aiInsightsPage.adSpend,Ad Spend,광고비,string,0
aiInsightsPage.aiGreeting,"안녕하세요! Genie AI 어시스턴트입니다. P&L, ROAS, 반품율, 인플루언서 성과 등에 대해 질문해 주세요.","안녕하세요! Genie AI 어시스턴트입니다. P&L, ROAS, 반품율, 인플루언서 성과 등에 대해 질문해 주세요.",string,1
aiInsightsPage.analysisFailed,분석 실패,분석 실패,string,1
aiInsightsPage.analyzing,분석 중...,분석 중...,string,1
aiInsightsPage.badge1,즉각 조치 4건,즉각 조치 4건,string,1
aiInsightsPage.badge2,ROAS 이상 2건,ROAS 이상 2건,string,1
aiInsightsPage.badge3,AI 모델 가동 중,AI 모델 가동 중,string,1
aiInsightsPage.card1Action,예산 재배분,예산 재배분,string,1
aiInsightsPage.card1B1,TikTok CPP: ROAS 2.1x (목표 대비 -30%),TikTok CPP: ROAS 2.1x (목표 대비 -30%),string,1
aiInsightsPage.card1B2,쿠팡 DA: ROAS 1.7x (목표 대비 -43%),쿠팡 DA: ROAS 1.7x (목표 대비 -43%),string,1
aiInsightsPage.card1Desc,손익분기점(3.0x) 이하로 운영 중인 캠페인 2개. 즉각적인 예산 조정이 필요합니다.,손익분기점(3.0x) 이하로 운영 중인 캠페인 2개. 즉각적인 예산 조정이 필요합니다.,string,1
aiInsightsPage.card1Title,ROAS 경보 — TikTok CPP / 쿠팡 DA,ROAS 경보 — TikTok CPP / 쿠팡 DA,string,1
aiInsightsPage.card2Action,상품 관리,상품 관리,string,1
aiInsightsPage.card2B1,SKU-C3 반품율 19.8% (기준 대비 +7.8pp 초과),SKU-C3 반품율 19.8% (기준 대비 +7.8pp 초과),string,1
aiInsightsPage.card2B2,SKU-D4 반품율 20.2% (기준 대비 +8.2pp 초과),SKU-D4 반품율 20.2% (기준 대비 +8.2pp 초과),string,1
aiInsightsPage.card2Desc,두 SKU가 3주 연속 12% 반품율 초과. 상품 품질/설명 개선이 필요합니다.,두 SKU가 3주 연속 12% 반품율 초과. 상품 품질/설명 개선이 필요합니다.,string,1
aiInsightsPage.card2Title,"반품율 초과 — SKU-C3, SKU-D4","반품율 초과 — SKU-C3, SKU-D4",string,1
aiInsightsPage.card3Action,쿠폰 한도 조정,쿠폰 한도 조정,string,1
aiInsightsPage.card3B1,340회 사용 / 198만 뷰 = 1.7‰ (2‰ 한도 근접),340회 사용 / 198만 뷰 = 1.7‰ (2‰ 한도 근접),string,1
aiInsightsPage.card3B2,쿠폰 할인액 ₩17M — 매출의 19.1%,쿠폰 할인액 ₩17M — 매출의 19.1%,string,1
aiInsightsPage.card3Desc,쿠폰 사용률이 일반 패턴보다 3배 높습니다. 쿠폰 한도 조정을 권장합니다.,쿠폰 사용률이 일반 패턴보다 3배 높습니다. 쿠폰 한도 조정을 권장합니다.,string,1
aiInsightsPage.card3Title,쿠폰 남용 — TikTok 크리에이터 TechVibe,쿠폰 남용 — TikTok 크리에이터 TechVibe,string,1
aiInsightsPage.card4Action,예산 증액 검토,예산 증액 검토,string,1
aiInsightsPage.card4B1,네이버 SA도 7.1x — 동일한 높은 효율 수준,네이버 SA도 7.1x — 동일한 높은 효율 수준,string,1
aiInsightsPage.card4B2,"합산 예산 증액 시 +₩2,800만 매출 추가 기대","합산 예산 증액 시 +₩2,800만 매출 추가 기대",string,1
aiInsightsPage.card4Desc,Google 브랜드 캠페인이 최고 효율 유지 중. 예산 증액 기회 식별됨.,Google 브랜드 캠페인이 최고 효율 유지 중. 예산 증액 기회 식별됨.,string,1
aiInsightsPage.card4Title,최고 성과 — Google 브랜드 KW ROAS 7.0x,최고 성과 — Google 브랜드 KW ROAS 7.0x,string,1
aiInsightsPage.errorPrefix,오류,오류,string,1
aiInsightsPage.heroDesc,API キーを登録し接続状態を管理します。,P&L 이상 자동 감지 · 트렌드 분석 · 대화형 AI 어시스턴트 — Genie AI v422,string,0
aiInsightsPage.heroTitle,AI インサイトエンジン,AI 인사이트 엔진,string,0
aiInsightsPage.historyTitle,📋 Claude AI 분석 이력,📋 Claude AI 분석 이력,string,1
aiInsightsPage.influencerCost,인플루언서 비용,인플루언서 비용,string,1
aiInsightsPage.inputPlaceholder,"P&L, ROAS, 반품율 등 질문...","P&L, ROAS, 반품율 등 질문...",string,1
aiInsightsPage.last12weeks,최근 12주 트렌드,최근 12주 트렌드,string,1
aiInsightsPage.loading,Loading...,로딩 중...,string,0
aiInsightsPage.noHistory,분석 이력이 없습니다. AI 어시스턴트 탭에서 분석을 시작해 보세요.,분석 이력이 없습니다. AI 어시스턴트 탭에서 분석을 시작해 보세요.,string,1
aiInsightsPage.platformFee,플랫폼 수수료,플랫폼 수수료,string,1
aiInsightsPage.qq1,지난달 대비 순이익이 개선되었나요?,지난달 대비 순이익이 개선되었나요?,string,1
aiInsightsPage.qq2,ROAS가 가장 낮은 채널은 어디인가요?,ROAS가 가장 낮은 채널은 어디인가요?,string,1
aiInsightsPage.qq3,반품율이 위험한 SKU는 무엇인가요?,반품율이 위험한 SKU는 무엇인가요?,string,1
aiInsightsPage.qq4,비용 절감 우선순위는 무엇인가요?,비용 절감 우선순위는 무엇인가요?,string,1
aiInsightsPage.refresh,↺ 更新,↺ 새로고침,string,0
aiInsightsPage.returns,반품,반품,string,1
aiInsightsPage.selectContext,분석 컨텍스트 선택,분석 컨텍스트 선택,string,1
aiInsightsPage.send,전송,전송,string,1
aiInsightsPage.tabCards,인사이트 카드,인사이트 카드,string,1
aiInsightsPage.tabCardsDesc,P&L 이상 분석,P&L 이상 분석,string,1
aiInsightsPage.tabChat,AI 어시스턴트,AI 어시스턴트,string,1
aiInsightsPage.tabChatDesc,Claude AI 실시간 분석,Claude AI 실시간 분석,string,1
aiInsightsPage.tabHistory,📋 アラート履歴,분석 이력,string,0
aiInsightsPage.tabHistoryDesc,リアルタイムログ,저장된 AI 분석 결과,string,0
aiInsightsPage.tabTrends,트렌드 차트,트렌드 차트,string,1
aiInsightsPage.tabTrendsDesc,주간 시계열 트렌드,주간 시계열 트렌드,string,1
aiInsightsPage.trendReturns,반품율,반품율,string,1
aiInsightsPage.trendRoas,채널 ROAS,채널 ROAS,string,1
aiPolicy.aiConfidence,AI信頼度,AI 신뢰도,string,0
aiPolicy.approve,✅ 承認,✅ 승인,string,0
aiPolicy.createdAt,作成日,생성일,string,0
aiPolicy.description,説明,설명,string,0
aiPolicy.expectedEffect,予想効果,예상 효과,string,0
aiPolicy.noProposals,AIポリシー提案なし,AI 정책 제안이 없습니다.,string,0
aiPolicy.pageSub,AIベースのポリシー提案 · 自動化承認ワークフロー,AI 기반 정책 제안 · 자동화 승인 워크플로우,string,0
aiPolicy.pageTitle,🤖 AIポリシー管理,🤖 AI 정책 관리,string,0
aiPolicy.policyTitle,ポリシー名,정책명,string,0
aiPolicy.reject,❌ 却下,❌ 거절,string,0
aiPolicy.riskLevel,リスク,리스크,string,0
aiPolicy.risk_high,高,높음,string,0
aiPolicy.risk_low,低,낮음,string,0
aiPolicy.risk_medium,中,보통,string,0
aiPolicy.tabApproved,✅ 承認済み,✅ 승인된 정책,string,0
aiPolicy.tabProposals,💡 AI提案,💡 AI 제안,string,0
aiPolicy.tabRejected,❌ 却下,❌ 거절된 정책,string,0
aiPolicy.viewDetail,詳細表示,상세 보기,string,0
aiPredict.Sim,🟡 デモシミュレーション,AI 모델 시뮬레이션 모드,string,0
aiPredict.bulkAction,⚡ 一括チャーン対応,일괄 작업,string,0
aiPredict.col.churn,チャーンリスク,최종 이탈여부,string,0
